Transaction Number,Transaction Date,Transaction Type,Transaction sub type,Registration type,Is Free Hold?,Usage,Area,Property Type,Property Sub Type,Amount,Transaction Size (sq.m),Property Size (sq.m),Room(s),Parking,Nearest Metro,Nearest Mall,Nearest Landmark,No. of Buyer,No. of Seller,Master Project,Project
"102-49570-2023","2023-12-25 22:49:45","Sales","Sell - Pre registration","Off-Plan","Free Hold","Residential","JUMEIRAH VILLAGE CIRCLE","Unit","Flat","844466","84.57","84.57","1 B/R","1","Dubai Internet City","Mall of the Emirates","Sports City Swimming Academy","1","1","","NEVA RESIDENCES"
"102-50693-2023","2023-12-25 22:26:51","Sales","Sell - Pre registration","Off-Plan","Free Hold","Residential","DUBAI LAND RESIDENCE COMPLEX","Unit","Flat","550000","60.22","60.32","1 B/R","B3-18","","","IMG World Adventures","1","1","","THE V TOWER"
"102-51435-2023","2023-12-25 22:35:29","Sales","Sell - Pre registration","Off-Plan","Free Hold","Residential","DUBAI LAND RESIDENCE COMPLEX","Unit","Flat","1001612.76","127.82","128.7","3 B/R","B1-74","","","IMG World Adventures","1","1","","THE V TOWER"
"102-52070-2023","2023-12-25 22:58:58","Sales","Sell - Pre registration","Off-Plan","Free Hold","Residential","JUMEIRAH VILLAGE CIRCLE","Unit","Flat","995029","105.31","105.31","2 B/R","1","Dubai Internet City","Mall of the Emirates","Sports City Swimming Academy","1","1","","NEVA RESIDENCES"
"102-52379-2023","2023-12-25 23:04:53","Sales","Sell - Pre registration","Off-Plan","Free Hold","Residential","BUSINESS BAY","Unit","Flat","1549978.51","84.62","84.62","1 B/R","1","Buj Khalifa Dubai Mall Metro Station","Dubai Mall","Downtown Dubai","1","1","","NOBLES"
"102-67411-2023","2023-12-25 21:07:34","Sales","Sell - Pre registration","Off-Plan","Free Hold","Residential","DUBAI MARITIME CITY","Unit","Flat","2215911.36","117.41","117.41","2 B/R","1","Al Ghubaiba Metro Station","Dubai Mall","Burj Khalifa","1","1","","MAR CASA"
"102-67416-2023","2023-12-25 18:04:51","Sales","Sell - Pre registration","Off-Plan","Free Hold","Residential","DUBAI PRODUCTION CITY","Unit","Flat","594000","37.99","37.99","Studio","1","Damac Properties","Marina Mall","Sports City Swimming Academy","1","1","","Samana Portofino"
"102-67614-2023","2023-12-25 21:09:34","Sales","Sell - Pre registration","Off-Plan","Free Hold","Residential","DUBAI MARITIME CITY","Unit","Flat","798287.32","34.72","34.72","Studio","1","Al Ghubaiba Metro Station","Dubai Mall","Burj Khalifa","1","1","","MAR CASA"
"102-67974-2023","2023-12-25 21:09:14","Sales","Sell - Pre registration","Off-Plan","Free Hold","Residential","JUMEIRAH VILLAGE CIRCLE","Unit","Flat","527999","38.38","38.38","Studio","1","Dubai Internet City","Mall of the Emirates","Sports City Swimming Academy","1","1","","LUCKY 2 RESIDENCE"
"102-67982-2023","2023-12-25 21:07:53","Sales","Sell - Pre registration","Off-Plan","Free Hold","Residential","JUMEIRAH VILLAGE CIRCLE","Unit","Flat","839716","65.67","65.67","1 B/R","1","Dubai Internet City","Mall of the Emirates","Sports City Swimming Academy","1","1","","THE VYBE"
"102-67993-2023","2023-12-25 21:07:38","Sales","Sell - Pre registration","Off-Plan","Free Hold","Residential","DUBAI MARITIME CITY","Unit","Flat","1360328.88","69.45","69.45","1 B/R","1","Al Ghubaiba Metro Station","Dubai Mall","Burj Khalifa","1","1","","MAR CASA"
"102-67995-2023","2023-12-25 21:08:35","Sales","Sell - Pre registration","Off-Plan","Free Hold","Residential","DUBAI MARITIME CITY","Unit","Flat","1950336.98","106.31","106.31","2 B/R","1","Al Ghubaiba Metro Station","Dubai Mall","Burj Khalifa","1","1","","MAR CASA"
"102-67996-2023","2023-12-25 21:08:41","Sales","Sell - Pre registration","Off-Plan","Free Hold","Residential","JUMEIRAH VILLAGE CIRCLE","Unit","Flat","634222","46.62","46.62","Studio","1","Dubai Internet City","Mall of the Emirates","Sports City Swimming Academy","1","1","","THE VYBE"
"102-68022-2023","2023-12-25 23:05:35","Sales","Sell - Pre registration","Off-Plan","Free Hold","Residential","BUSINESS BAY","Unit","Flat","2039307","110.15","110.15","2 B/R","1","Buj Khalifa Dubai Mall Metro Station","Dubai Mall","Downtown Dubai","1","1","","NOBLES"
"102-68038-2023","2023-12-25 18:05:34","Sales","Sell - Pre registration","Off-Plan","Free Hold","Residential","DUBAI PRODUCTION CITY","Unit","Flat","709430.4","37.89","37.89","Studio","1","Damac Properties","Marina Mall","Sports City Swimming Academy","1","1","","Samana Portofino"
"102-68040-2023","2023-12-25 21:07:26","Sales","Sell - Pre registration","Off-Plan","Free Hold","Residential","DUBAI MARITIME CITY","Unit","Flat","2104977.48","105.41","105.41","2 B/R","1","Al Ghubaiba Metro Station","Dubai Mall","Burj Khalifa","1","1","","MAR CASA"
"102-68041-2023","2023-12-25 21:09:01","Sales","Sell - Pre registration","Off-Plan","Free Hold","Residential","DUBAI MARITIME CITY","Unit","Flat","2117221.52","108.71","108.71","2 B/R","1","Al Ghubaiba Metro Station","Dubai Mall","Burj Khalifa","2","1","","MAR CASA"
"102-68044-2023","2023-12-25 21:07:05","Sales","Sell - Pre registration","Off-Plan","Free Hold","Residential","DUBAI MARITIME CITY","Unit","Flat","2080838.17","107.04","107.04","2 B/R","1","Al Ghubaiba Metro Station","Dubai Mall","Burj Khalifa","1","1","","MAR CASA"
"102-68045-2023","2023-12-25 21:07:08","Sales","Sell - Pre registration","Off-Plan","Free Hold","Residential","DUBAI MARITIME CITY","Unit","Flat","2018742.95","102.97","102.97","2 B/R","1","Al Ghubaiba Metro Station","Dubai Mall","Burj Khalifa","1","1","","MAR CASA"
"102-68046-2023","2023-12-25 21:08:30","Sales","Sell - Pre registration","Off-Plan","Free Hold","Residential","DUBAI MARITIME CITY","Unit","Flat","1356675.84","70.11","70.11","1 B/R","1","Al Ghubaiba Metro Station","Dubai Mall","Burj Khalifa","1","1","","MAR CASA"
"102-68048-2023","2023-12-25 21:07:31","Sales","Sell - Pre registration","Off-Plan","Free Hold","Residential","DUBAI MARITIME CITY","Unit","Flat","838388.84","36.2","36.2","Studio","1","Al Ghubaiba Metro Station","Dubai Mall","Burj Khalifa","1","1","","MAR CASA"
"102-68049-2023","2023-12-25 21:09:27","Sales","Sell - Pre registration","Off-Plan","Free Hold","Residential","DUBAI MARITIME CITY","Unit","Flat","1381418.92","70.95","70.95","1 B/R","1","Al Ghubaiba Metro Station","Dubai Mall","Burj Khalifa","1","1","","MAR CASA"
"102-68050-2023","2023-12-25 21:08:02","Sales","Sell - Pre registration","Off-Plan","Free Hold","Residential","DUBAI MARITIME CITY","Unit","Flat","3188508.22","174.95","174.95","3 B/R","2","Al Ghubaiba Metro Station","Dubai Mall","Burj Khalifa","1","1","","MAR CASA"
"102-68186-2023","2023-12-25 21:09:43","Sales","Sell - Pre registration","Off-Plan","Free Hold","Residential","DUBAI MARITIME CITY","Unit","Flat","1349766.84","70.26","70.26","1 B/R","1","Al Ghubaiba Metro Station","Dubai Mall","Burj Khalifa","1","1","","MAR CASA"
"102-68434-2023","2023-12-26 12:03:32","Sales","Sell - Pre registration","Off-Plan","Free Hold","Residential","Wadi Al Safa 4","Building","Villa","2750000","281.62","281.62","3 B/R","","","","","1","1","","California Village"
"102-68435-2023","2023-12-26 12:02:48","Sales","Sell - Pre registration","Off-Plan","Free Hold","Residential","Wadi Al Safa 4","Building","Villa","2800000","278.56","278.56","3 B/R","","","","","1","1","","California Village"
"102-68436-2023","2023-12-26 12:03:51","Sales","Sell - Pre registration","Off-Plan","Free Hold","Residential","Wadi Al Safa 4","Building","Villa","2400000","281.64","281.64","3 B/R","","","","","2","1","","California Village"
"102-68437-2023","2023-12-26 12:02:55","Sales","Sell - Pre registration","Off-Plan","Free Hold","Residential","Wadi Al Safa 4","Building","Villa","2300000","232.66","232.66","3 B/R","","","","","1","1","","California Village"
"102-68438-2023","2023-12-26 12:04:06","Sales","Sell - Pre registration","Off-Plan","Free Hold","Residential","Wadi Al Safa 4","Building","Villa","3029164","281.63","281.63","3 B/R","","","","","1","1","","California Village"
"102-68439-2023","2023-12-26 12:02:23","Sales","Sell - Pre registration","Off-Plan","Free Hold","Residential","Wadi Al Safa 4","Building","Villa","2400000","232.66","232.66","3 B/R","","","","","2","1","","California Village"
"102-68441-2023","2023-12-26 12:03:29","Sales","Sell - Pre registration","Off-Plan","Free Hold","Residential","Wadi Al Safa 4","Building","Villa","2506000","281.62","281.62","3 B/R","","","","","1","1","","California Village"
"102-68442-2023","2023-12-26 12:02:10","Sales","Sell - Pre registration","Off-Plan","Free Hold","Residential","Wadi Al Safa 4","Building","Villa","2580399","281.63","281.63","3 B/R","","","","","1","1","","California Village"
"102-68446-2023","2023-12-26 12:02:59","Sales","Sell - Pre registration","Off-Plan","Free Hold","Residential","Wadi Al Safa 4","Building","Villa","3350000","325.19","325.19","5 B/R","","","","","1","1","","California Village"
"102-68447-2023","2023-12-26 12:02:15","Sales","Sell - Pre registration","Off-Plan","Free Hold","Residential","Wadi Al Safa 4","Building","Villa","2800000","232.66","232.66","3 B/R","","","","","1","1","","California Village"
"102-68452-2023","2023-12-26 12:02:19","Sales","Sell - Pre registration","Off-Plan","Free Hold","Residential","Wadi Al Safa 4","Building","Villa","2800000","232.66","232.66","3 B/R","","","","","2","1","","California Village"
"102-68456-2023","2023-12-26 12:02:51","Sales","Sell - Pre registration","Off-Plan","Free Hold","Residential","Wadi Al Safa 4","Building","Villa","2490000","232.65","232.65","3 B/R","","","","","2","1","","California Village"
"102-68474-2023","2023-12-26 12:02:02","Sales","Sell - Pre registration","Off-Plan","Free Hold","Residential","Wadi Al Safa 4","Building","Villa","2700000","281.65","281.65","3 B/R","","","","","1","1","","California Village"
"102-68476-2023","2023-12-26 12:02:43","Sales","Sell - Pre registration","Off-Plan","Free Hold","Residential","Wadi Al Safa 4","Building","Villa","2450000","232.66","232.66","3 B/R","","","","","2","1","","California Village"
"102-68477-2023","2023-12-26 12:01:27","Sales","Sell - Pre registration","Off-Plan","Free Hold","Residential","Wadi Al Safa 4","Building","Villa","3350000","325.6","325.6","5 B/R","","","","","1","1","","California Village"
"102-68478-2023","2023-12-26 12:03:43","Sales","Sell - Pre registration","Off-Plan","Free Hold","Residential","Wadi Al Safa 4","Building","Villa","3939574","361.92","361.92","5 B/R","","","","","1","1","","California Village"
"102-68479-2023","2023-12-26 12:02:31","Sales","Sell - Pre registration","Off-Plan","Free Hold","Residential","Wadi Al Safa 4","Building","Villa","3550000","325.21","325.21","5 B/R","","","","","1","1","","California Village"
"102-68480-2023","2023-12-26 12:02:27","Sales","Sell - Pre registration","Off-Plan","Free Hold","Residential","Wadi Al Safa 4","Building","Villa","3850000","325.21","325.21","5 B/R","","","","","1","1","","California Village"
"102-68481-2023","2023-12-26 12:03:47","Sales","Sell - Pre registration","Off-Plan","Free Hold","Residential","Wadi Al Safa 4","Building","Villa","4450000","325.15","325.15","5 B/R","","","","","2","1","","California Village"
"102-68633-2023","2023-12-26 09:12:10","Sales","Sell - Pre registration","Off-Plan","Free Hold","Residential","Um Suqaim Third","Unit","Flat","1735000","68.56","68.56","1 B/R","1","","","","1","1","","Al Jazi - Madinat Jumeriah Living "
"102-68645-2023","2023-12-26 10:22:55","Sales","Sell - Pre registration","Off-Plan","Free Hold","Residential","MEYDAN ONE","Unit","Flat","950000","46.74","46.74","1 B/R","1","Buj Khalifa Dubai Mall Metro Station","Dubai Mall","Downtown Dubai","1","1","","Azizi Riviera 21"
"102-68654-2023","2023-12-26 11:34:43","Sales","Sell - Pre registration","Off-Plan","Free Hold","Residential","DUBAI CREEK HARBOUR","Unit","Flat","2235000","102.19","102.19","2 B/R","1","Creek Metro Station","City Centre Mirdif","Dubai International Airport","1","1","","Creek Palace"
"102-68658-2023","2023-12-26 10:56:07","Sales","Sell - Pre registration","Off-Plan","Free Hold","Residential","Al Wasl","Unit","Flat","3500000","110.82","110.82","2 B/R","1","","","","1","1","","Laurel"
