Transaction Number,Transaction Date,Transaction Type,Transaction sub type,Registration type,Is Free Hold?,Usage,Area,Property Type,Property Sub Type,Amount,Transaction Size (sq.m),Property Size (sq.m),Room(s),Parking,Nearest Metro,Nearest Mall,Nearest Landmark,No. of Buyer,No. of Seller,Master Project,Project
"102-1383-2024","2024-01-16 16:00:41","Sales","Sell - Pre registration","Off-Plan","Free Hold","Residential","JUMEIRAH VILLAGE TRIANGLE","Unit","Flat","1859000","109.45","109.45","2 B/R","2","Damac Properties","Marina Mall","Sports City Swimming Academy","1","1","","Fashionz 1 By Danube"
"102-150-2024","2024-01-17 11:54:59","Sales","Sell - Pre registration","Off-Plan","Free Hold","Residential","BUSINESS BAY","Unit","Flat","2399000","132.2","132.2","2 B/R","1","Buj Khalifa Dubai Mall Metro Station","Dubai Mall","Downtown Dubai","1","1","","TERRACES MARASI DRIVE"
"102-1591-2024","2024-01-17 11:48:52","Sales","Sell - Pre registration","Off-Plan","Free Hold","Residential","BUSINESS BAY","Unit","Flat","5367500","199.03","199.03","2 B/R","1","Buj Khalifa Dubai Mall Metro Station","Dubai Mall","Downtown Dubai","1","1","","TERRACES MARASI DRIVE"
"102-16-2024","2024-01-17 11:52:57","Sales","Sell - Pre registration","Off-Plan","Free Hold","Residential","BUSINESS BAY","Unit","Flat","2370000","133.28","133.28","2 B/R","1","Buj Khalifa Dubai Mall Metro Station","Dubai Mall","Downtown Dubai","1","1","","TERRACES MARASI DRIVE"
"102-1612-2024","2024-01-17 11:49:41","Sales","Sell - Pre registration","Off-Plan","Free Hold","Residential","BUSINESS BAY","Unit","Flat","5650000","233.94","233.94","2 B/R","1","Buj Khalifa Dubai Mall Metro Station","Dubai Mall","Downtown Dubai","1","1","","TERRACES MARASI DRIVE"
"102-2-2024","2024-01-17 11:51:51","Sales","Sell - Pre registration","Off-Plan","Free Hold","Residential","BUSINESS BAY","Unit","Flat","2620000","104.98","104.98","2 B/R","1","Buj Khalifa Dubai Mall Metro Station","Dubai Mall","Downtown Dubai","1","1","","TERRACES MARASI DRIVE"
"102-2306-2024","2024-01-16 15:26:07","Sales","Sell - Pre registration","Off-Plan","Free Hold","Residential","VILLANOVA","Building","Villa","2620000","233.99","233.99","4 B/R","","","","IMG World Adventures","2","1","","La Rosa 6 "
"102-2473-2024","2024-01-16 15:51:36","Sales","Sell - Pre registration","Off-Plan","Free Hold","Residential","Al Wasl","Unit","Flat","3787000","119.22","119.22","NA","1","","","","2","1","","Central Park Plaza"
"102-2475-2024","2024-01-16 15:52:36","Sales","Sell - Pre registration","Off-Plan","Free Hold","Residential","Al Wasl","Unit","Flat","7184000","207.65","207.65","NA","2","","","","1","1","","Central Park Plaza"
"102-2477-2024","2024-01-16 15:52:02","Sales","Sell - Pre registration","Off-Plan","Free Hold","Residential","Al Wasl","Unit","Flat","4722000","137.99","137.99","NA","1","","","","1","1","","Central Park Plaza"
"102-2479-2024","2024-01-16 15:51:29","Sales","Sell - Pre registration","Off-Plan","Free Hold","Residential","Al Wasl","Unit","Flat","7219000","218.27","218.27","NA","2","","","","1","1","","Central Park Plaza"
"102-2480-2024","2024-01-16 15:54:05","Sales","Sell - Pre registration","Off-Plan","Free Hold","Residential","Al Wasl","Unit","Flat","4572000","137.99","137.99","NA","1","","","","2","1","","Central Park Plaza"
"102-2483-2024","2024-01-16 15:54:09","Sales","Sell - Pre registration","Off-Plan","Free Hold","Residential","Al Wasl","Unit","Flat","3893000","119.22","119.22","NA","1","","","","2","1","","Central Park Plaza"
"102-2487-2024","2024-01-16 15:51:54","Sales","Sell - Pre registration","Off-Plan","Free Hold","Residential","Al Wasl","Unit","Flat","2907000","81.47","81.47","NA","1","","","","2","1","","Central Park Plaza"
