Transaction Number,Transaction Date,Transaction Type,Transaction sub type,Registration type,Is Free Hold?,Usage,Area,Property Type,Property Sub Type,Amount,Transaction Size (sq.m),Property Size (sq.m),Room(s),Parking,Nearest Metro,Nearest Mall,Nearest Landmark,No. of Buyer,No. of Seller,Master Project,Project
"102-102-2024","2024-01-05 08:39:08","Sales","Sell - Pre registration","Off-Plan","Free Hold","Residential","Al Wasl","Unit","Flat","7497000","207.65","207.65","3 B/R","2","","","","2","1","","Central Park Plaza"
"102-105-2024","2024-01-05 08:39:14","Sales","Sell - Pre registration","Off-Plan","Free Hold","Residential","Al Wasl","Unit","Flat","2844000","81.47","81.47","NA","1","","","","1","1","","Central Park Plaza"
"102-156-2024","2024-01-05 08:27:26","Sales","Sell - Pre registration","Off-Plan","Free Hold","Residential","Al Wasl","Unit","Flat","2775000","81.47","81.47","NA","1","","","","1","1","","Central Park Plaza"
"102-159-2024","2024-01-05 08:28:26","Sales","Sell - Pre registration","Off-Plan","Free Hold","Residential","Al Wasl","Unit","Flat","3815000","119.22","119.22","NA","1","","","","2","1","","Central Park Plaza"
"102-164-2024","2024-01-05 08:27:07","Sales","Sell - Pre registration","Off-Plan","Free Hold","Residential","Al Wasl","Unit","Flat","2768000","81.47","81.47","NA","1","","","","1","1","","Central Park Plaza"
"102-168-2024","2024-01-05 08:26:57","Sales","Sell - Pre registration","Off-Plan","Free Hold","Residential","Al Wasl","Unit","Flat","4049000","119.22","119.22","NA","1","","","","1","1","","Central Park Plaza"
"102-169-2024","2024-01-05 08:27:19","Sales","Sell - Pre registration","Off-Plan","Free Hold","Residential","Al Wasl","Unit","Flat","4068000","119.22","119.22","NA","1","","","","2","1","","Central Park Plaza"
"102-170-2024","2024-01-05 08:39:32","Sales","Sell - Pre registration","Off-Plan","Free Hold","Residential","Al Wasl","Unit","Flat","2955000","81.47","81.47","NA","1","","","","2","1","","Central Park Plaza"
"102-179-2024","2024-01-05 08:38:58","Sales","Sell - Pre registration","Off-Plan","Free Hold","Residential","Al Wasl","Unit","Flat","2747000","81.47","81.47","NA","1","","","","1","1","","Central Park Plaza"
"102-188-2024","2024-01-05 08:27:55","Sales","Sell - Pre registration","Off-Plan","Free Hold","Residential","Al Wasl","Unit","Flat","7112000","207.65","207.65","3 B/R","2","","","","1","1","","Central Park Plaza"
"102-190-2024","2024-01-05 08:28:12","Sales","Sell - Pre registration","Off-Plan","Free Hold","Residential","Al Wasl","Unit","Flat","4253000","119.22","119.22","NA","1","","","","1","1","","Central Park Plaza"
"102-191-2024","2024-01-05 08:28:14","Sales","Sell - Pre registration","Off-Plan","Free Hold","Residential","Al Wasl","Unit","Flat","2734000","81.47","81.47","NA","1","","","","1","1","","Central Park Plaza"
"102-451-2024","2024-01-05 08:27:16","Sales","Sell - Pre registration","Off-Plan","Free Hold","Residential","Al Wasl","Unit","Flat","4201000","119.22","119.22","NA","1","","","","1","1","","Central Park Plaza"
"102-453-2024","2024-01-05 08:26:35","Sales","Sell - Pre registration","Off-Plan","Free Hold","Residential","Al Wasl","Unit","Flat","2754000","81.47","81.47","NA","1","","","","1","1","","Central Park Plaza"
"102-455-2024","2024-01-05 08:26:51","Sales","Sell - Pre registration","Off-Plan","Free Hold","Residential","Al Wasl","Unit","Flat","2754000","81.47","81.47","NA","1","","","","1","1","","Central Park Plaza"
"102-456-2024","2024-01-05 08:28:32","Sales","Sell - Pre registration","Off-Plan","Free Hold","Residential","Al Wasl","Unit","Flat","2727000","81.47","81.47","1 B/R","1","","","","1","1","","Central Park Plaza"
"102-457-2024","2024-01-05 08:28:09","Sales","Sell - Pre registration","Off-Plan","Free Hold","Residential","Al Wasl","Unit","Flat","4191000","119.22","119.22","NA","1","","","","1","1","","Central Park Plaza"
"102-504-2024","2024-01-05 10:52:59","Sales","Sell - Pre registration","Off-Plan","Free Hold","Residential","BUSINESS BAY","Unit","Flat","1040000","38.74","38.74","Studio","1","Business Bay Metro Station","Dubai Mall","Downtown Dubai","1","1","","Ahad Residences"
"102-543-2024","2024-01-05 08:27:11","Sales","Sell - Pre registration","Off-Plan","Free Hold","Residential","BURJ KHALIFA","Unit","Hotel Apartment","4700000","112.47","112.47","2 B/R","1","Buj Khalifa Dubai Mall Metro Station","Dubai Mall","Downtown Dubai","1","1","","Vida Dubai Mall"
"102-547-2024","2024-01-04 18:00:07","Sales","Sell - Pre registration","Off-Plan","Free Hold","Residential","JUMEIRAH VILLAGE CIRCLE","Unit","Flat","1155000","70.76","70.76","1 B/R","1","Nakheel Metro Station","Marina Mall","Sports City Swimming Academy","1","1","","Elitz 3 By Danube "
"102-548-2024","2024-01-04 18:00:13","Sales","Sell - Pre registration","Off-Plan","Free Hold","Residential","JUMEIRAH VILLAGE CIRCLE","Unit","Flat","1257340","72.88","72.88","1 B/R","1","Dubai Internet City","Mall of the Emirates","Sports City Swimming Academy","1","1","","Elitz 2 By Danube"
"102-549-2024","2024-01-04 18:00:18","Sales","Sell - Pre registration","Off-Plan","Free Hold","Residential","JUMEIRAH VILLAGE TRIANGLE","Unit","Flat","911050","42.54","42.54","Studio","1","Damac Properties","Marina Mall","Sports City Swimming Academy","1","1","","Fashionz 1 By Danube"
"102-550-2024","2024-01-04 18:00:22","Sales","Sell - Pre registration","Off-Plan","Free Hold","Residential","JUMEIRAH VILLAGE TRIANGLE","Unit","Flat","2435000","136.38","136.38","3 B/R","2","Damac Properties","Marina Mall","Sports City Swimming Academy","1","1","","Fashionz 1 By Danube"
"102-551-2024","2024-01-04 18:00:27","Sales","Sell - Pre registration","Off-Plan","Free Hold","Residential","DUBAI HILLS","Unit","Flat","1649888","69.45","69.45","2 B/R","1","Noor Bank Metro Station","Mall of the Emirates","IMG World Adventures","2","1","","Golf ville"
"102-552-2024","2024-01-04 18:00:32","Sales","Sell - Pre registration","Off-Plan","Free Hold","Residential","Madinat Dubai Almelaheyah","Unit","Flat","1770888","88.93","88.93","1 B/R","1","","","","2","1","","Avonlea"
"102-553-2024","2024-01-04 18:00:38","Sales","Sell - Pre registration","Off-Plan","Free Hold","Residential","MAJAN","Unit","Flat","1162512","58.63","58.63","1 B/R","1","","","","1","1","","Samana Barari Views"
"102-554-2024","2024-01-04 18:00:43","Sales","Sell - Pre registration","Off-Plan","Free Hold","Residential","DUBAI MARITIME CITY","Unit","Flat","2146000","75.75","75.75","1 B/R","1","","","","1","1","","Oceanz 1 By Danube "
"102-555-2024","2024-01-04 18:00:47","Sales","Sell - Pre registration","Off-Plan","Free Hold","Residential","JUMEIRAH VILLAGE TRIANGLE","Unit","Flat","2431440","136.38","136.38","3 B/R","2","Damac Properties","Marina Mall","Sports City Swimming Academy","1","1","","Fashionz 1 By Danube"
"102-556-2024","2024-01-04 18:00:52","Sales","Sell - Pre registration","Off-Plan","Free Hold","Residential","Wadi Al Safa 3","Building","Villa","4835310","220","220","4 B/R","","","","","1","1","","ALBARARI IXORA VILLAS"
"102-557-2024","2024-01-04 18:00:57","Sales","Sell - Pre registration","Off-Plan","Free Hold","Residential","DUBAI MARITIME CITY","Unit","Flat","1310000","44.67","44.67","Studio","1","","","","1","1","","Oceanz 2 By Danube "
"102-558-2024","2024-01-04 18:01:02","Sales","Sell - Pre registration","Off-Plan","Free Hold","Residential","JUMEIRAH VILLAGE CIRCLE","Unit","Flat","754000","39.36","39.36","Studio","1","Nakheel Metro Station","Marina Mall","Sports City Swimming Academy","2","1","","Elitz 3 By Danube "
"102-559-2024","2024-01-04 18:01:06","Sales","Sell - Pre registration","Off-Plan","Free Hold","Residential","Al Merkadh","Unit","Flat","3042800","135.61","135.61","2 B/R","1","","","","1","1","","Naya at District One"
"102-560-2024","2024-01-04 18:01:12","Sales","Sell - Pre registration","Off-Plan","Free Hold","Residential","Hadaeq Sheikh Mohammed Bin Rashid","Unit","Flat","3954888","154.95","154.95","3 B/R","2","","","","2","1","","Parkside Views"
"102-561-2024","2024-01-04 18:01:19","Sales","Sell - Pre registration","Off-Plan","Free Hold","Residential","DUBAI MARITIME CITY","Unit","Flat","1321000","44.67","44.67","Studio","1","","","","1","1","","Oceanz 2 By Danube "
"102-562-2024","2024-01-04 18:01:24","Sales","Sell - Pre registration","Off-Plan","Free Hold","Residential","DUBAI MARITIME CITY","Unit","Flat","2662000","110.04","110.04","2 B/R","1","","","","1","1","","Oceanz 1 By Danube "
"102-564-2024","2024-01-04 18:01:48","Sales","Sell - Pre registration","Off-Plan","Free Hold","Residential","DUBAI STUDIO CITY","Unit","Flat","517090","33.26","33.26","Studio","1","Dubai Internet City","","Motor City","1","1","","Azizi Mirage 1"
"102-565-2024","2024-01-04 18:01:53","Sales","Sell - Pre registration","Off-Plan","Free Hold","Residential","AL FURJAN","Unit","Shop","706759","44.44","44.44","NA","2","","","","1","1","","GEMZ by Danube "
