Transaction Number,Transaction Date,Transaction Type,Transaction sub type,Registration type,Is Free Hold?,Usage,Area,Property Type,Property Sub Type,Amount,Transaction Size (sq.m),Property Size (sq.m),Room(s),Parking,Nearest Metro,Nearest Mall,Nearest Landmark,No. of Buyer,No. of Seller,Master Project,Project
"102-547-2023","2023-01-03 19:59:56","Sales","Sell - Pre registration","Off-Plan","Free Hold","Residential","SOBHA HEARTLAND","Unit","Flat","1101928","53.18","53.18","1 B/R","1","","","","1","1","","Sobha Hartland - The Crest"
"102-548-2023","2023-01-03 20:06:21","Sales","Sell - Pre registration","Off-Plan","Free Hold","Residential","Island 2","Unit","Flat","74700000","598.21","598.21","4 B/R","2","","","","1","1","","Bulgari Lighthouse Dubai "
"102-549-2023","2023-01-04 06:14:43","Sales","Sell - Pre registration","Off-Plan","Free Hold","Residential","THE FIELD","Building","Villa","3688501","187.19","187.19","4 B/R","","","","IMG World Adventures","1","1","","THE FIELDS AT D11 - MBRMC"
"102-550-2023","2023-01-04 07:04:28","Sales","Sell - Pre registration","Off-Plan","Free Hold","Residential","MEYDAN ONE","Unit","Flat","527515","30.08","30.08","Studio","B2-43","Buj Khalifa Dubai Mall Metro Station","Dubai Mall","Downtown Dubai","1","1","","Azizi Riviera 4"
"102-551-2023","2023-01-04 07:10:30","Sales","Sell - Pre registration","Off-Plan","Free Hold","Residential","JUMEIRAH LAKES TOWERS","Unit","Flat","501297","36.01","36.01","Studio","1","Damac Properties","Marina Mall","Burj Al Arab","1","1","","SEVEN CITY JLT"
"102-552-2023","2023-01-04 07:13:04","Sales","Sell - Pre registration","Off-Plan","Free Hold","Residential","BUSINESS BAY","Unit","Flat","1431000","49.01","49.01","Studio","1","Business Bay Metro Station","Dubai Mall","Downtown Dubai","1","1","","Peninsula Four"
"102-553-2023","2023-01-04 07:39:00","Sales","Sell - Pre registration","Off-Plan","Free Hold","Residential","JUMEIRAH LAKES TOWERS","Unit","Flat","804897","73.65","73.65","1 B/R","1","Damac Properties","Marina Mall","Burj Al Arab","1","1","","SEVEN CITY JLT"
"102-554-2023","2023-01-04 07:42:46","Sales","Sell - Pre registration","Off-Plan","Free Hold","Residential","JUMEIRAH LAKES TOWERS","Unit","Flat","503137","37.22","37.22","Studio","1","Damac Properties","Marina Mall","Burj Al Arab","1","1","","SEVEN CITY JLT"
"102-555-2023","2023-01-04 07:45:43","Sales","Sell - Pre registration","Off-Plan","Free Hold","Residential","JUMEIRAH LAKES TOWERS","Unit","Flat","535337","45.15","45.15","Studio","1","Damac Properties","Marina Mall","Burj Al Arab","1","1","","SEVEN CITY JLT"
"102-556-2023","2023-01-04 07:51:58","Sales","Sell - Pre registration","Off-Plan","Free Hold","Residential","DUBAI LAND RESIDENCE COMPLEX","Unit","Flat","413481","42.92","42.92","Studio","1","","","IMG World Adventures","1","1","","AG SQUARE"
"102-557-2023","2023-01-04 07:53:40","Sales","Sell - Pre registration","Off-Plan","Free Hold","Residential","DUBAI STUDIO CITY","Unit","Flat","522481","36.77","36.77","Studio","1","","","Motor City","1","1","","Samana Santorini"
"102-558-2023","2023-01-04 07:57:19","Sales","Sell - Pre registration","Off-Plan","Free Hold","Residential","Madinat Dubai Almelaheyah","Unit","Flat","1411888","72.02","72.02","1 B/R","1","","","","1","1","","Seascape"
"102-559-2023","2023-01-04 07:59:13","Sales","Sell - Pre registration","Off-Plan","Free Hold","Residential","DUBAI LAND RESIDENCE COMPLEX","Unit","Flat","378839","40.92","40.92","Studio","1","","","IMG World Adventures","1","1","","AG SQUARE"
"102-560-2023","2023-01-04 08:02:57","Sales","Sell - Pre registration","Off-Plan","Free Hold","Residential","DUBAI STUDIO CITY","Unit","Flat","532646","36.08","36.08","Studio","1","","","Motor City","1","1","","Samana Santorini"
"102-561-2023","2023-01-04 08:04:25","Sales","Sell - Pre registration","Off-Plan","Free Hold","Residential","ARJAN","Unit","Flat","457700","34.25","34.25","Studio","1","Sharaf Dg Metro Station","Mall of the Emirates","Motor City","1","1","","SKYZ By Danube"
"102-562-2023","2023-01-04 08:08:33","Sales","Sell - Pre registration","Off-Plan","Free Hold","Residential","MEYDAN ONE","Unit","Flat","1070000","79.93","79.99","2 B/R","B1-16","Buj Khalifa Dubai Mall Metro Station","Dubai Mall","Downtown Dubai","1","1","","Azizi Riviera 4"
"102-563-2023","2023-01-04 08:09:31","Sales","Sell - Pre registration","Off-Plan","Free Hold","Residential","DUBAI SCIENCE PARK","Unit","Flat","617760","44.51","44.51","Studio","1","First Abu Dhabi Bank Metro Station","Mall of the Emirates","Motor City","1","1","","Opalz By Danube"
"102-564-2023","2023-01-04 08:10:10","Sales","Sell - Pre registration","Off-Plan","Free Hold","Residential","DUBAI SCIENCE PARK","Unit","Flat","583000","42.2","42.2","Studio","1","First Abu Dhabi Bank Metro Station","Mall of the Emirates","Motor City","1","1","","Opalz By Danube"
"102-565-2023","2023-01-04 08:11:42","Sales","Sell - Pre registration","Off-Plan","Free Hold","Residential","Madinat Dubai Almelaheyah","Unit","Flat","3987888","161.53","161.53","3 B/R","2","","","","1","1","","Seascape"
"102-566-2023","2023-01-04 08:12:23","Sales","Sell - Pre registration","Off-Plan","Free Hold","Residential","BUSINESS BAY","Unit","Flat","1145396","125.93","125.93","2 B/R","1","Business Bay Metro Station","Dubai Mall","Downtown Dubai","1","1","","WEST BAY TOWER"
"102-567-2023","2023-01-04 08:14:33","Sales","Sell - Pre registration","Off-Plan","Free Hold","Residential","Madinat Dubai Almelaheyah","Unit","Flat","1422888","72.72","72.72","1 B/R","1","","","","1","1","","Seascape"
"102-568-2023","2023-01-04 08:17:04","Sales","Sell - Pre registration","Off-Plan","Free Hold","Residential","DUBAI HILLS","Unit","Flat","1190888","60.85","60.85","1 B/R","1","First Abu Dhabi Bank Metro Station","Mall of the Emirates","Motor City","1","1","","Park Horizon"
"102-569-2023","2023-01-04 08:17:52","Sales","Sell - Pre registration","Off-Plan","Free Hold","Residential","MEYDAN ONE","Unit","Shop","653600","25.9","25.9","NA","","Buj Khalifa Dubai Mall Metro Station","Dubai Mall","Downtown Dubai","2","1","","Azizi Riviera 4"
"102-570-2023","2023-01-04 08:17:54","Sales","Sell - Pre registration","Off-Plan","Free Hold","Residential","TOWN SQUARE","Unit","Flat","557888","44.66","44.66","1 B/R","1","","","Dubai Cycling Course","2","1","","LIVA"
"102-571-2023","2023-01-04 08:20:32","Sales","Sell - Pre registration","Off-Plan","Free Hold","Residential","Hadaeq Sheikh Mohammed Bin Rashid","Unit","Flat","1212888","62.8","62.8","1 B/R","1","","","","1","1","","Hills Park"
"102-572-2023","2023-01-04 08:20:43","Sales","Sell - Pre registration","Off-Plan","Free Hold","Residential","DUBAI HILLS","Unit","Flat","1876888","97.83","97.83","2 B/R","1","First Abu Dhabi Bank Metro Station","Mall of the Emirates","Motor City","1","1","","Park Horizon"
"102-574-2023","2023-01-04 08:22:58","Sales","Sell - Pre registration","Off-Plan","Free Hold","Residential","DUBAI HILLS","Unit","Flat","1179888","60.85","60.85","1 B/R","1","First Abu Dhabi Bank Metro Station","Mall of the Emirates","Motor City","1","1","","Park Horizon"
"102-575-2023","2023-01-04 08:23:33","Sales","Sell - Pre registration","Off-Plan","Free Hold","Residential","Zaabeel Second","Unit","Flat","1500000","66.84","66.81","1 B/R","G-139","Financial Centre","Dubai Mall","Burj Khalifa","1","1","","Downtown Views II"
"102-576-2023","2023-01-04 08:25:13","Sales","Sell - Pre registration","Off-Plan","Free Hold","Residential","Madinat Dubai Almelaheyah","Unit","Flat","3892888","163.29","163.29","3 B/R","2","","","","1","1","","Seascape"
"102-577-2023","2023-01-04 08:28:03","Sales","Sell - Pre registration","Off-Plan","Free Hold","Residential","Madinat Dubai Almelaheyah","Unit","Flat","2173888","129.45","129.45","2 B/R","1","","","","2","1","","Seascape"
"102-578-2023","2023-01-04 08:28:21","Sales","Sell - Pre registration","Off-Plan","Free Hold","Residential","Madinat Dubai Almelaheyah","Unit","Flat","1498888","72.03","72.03","1 B/R","1","","","","1","1","","Seascape"
"102-579-2023","2023-01-04 08:29:36","Sales","Sell - Pre registration","Off-Plan","Free Hold","Residential","DUBAI HILLS","Unit","Flat","1214888","70.37","70.37","1 B/R","1","First Abu Dhabi Bank Metro Station","Mall of the Emirates","Motor City","1","1","","Park Horizon"
"102-580-2023","2023-01-04 08:29:54","Sales","Sell - Pre registration","Off-Plan","Free Hold","Residential","DUBAI STUDIO CITY","Unit","Flat","532646","36","36","Studio","1","","","Motor City","1","1","","Samana Santorini"
"102-581-2023","2023-01-04 08:32:16","Sales","Sell - Pre registration","Off-Plan","Free Hold","Residential","DUBAI SCIENCE PARK","Unit","Flat","935000","73.78","73.78","1 B/R","1","First Abu Dhabi Bank Metro Station","Mall of the Emirates","Motor City","2","1","","Opalz By Danube"
"102-582-2023","2023-01-04 08:32:31","Sales","Sell - Pre registration","Off-Plan","Free Hold","Residential","MEYDAN ONE","Unit","Flat","603214","36.89","36.89","Studio","B2-03","Buj Khalifa Dubai Mall Metro Station","Dubai Mall","Downtown Dubai","1","1","","Azizi Riviera 4"
"102-583-2023","2023-01-04 08:32:33","Sales","Sell - Pre registration","Off-Plan","Free Hold","Residential","Al Barshaa South Third","Unit","Flat","680000","77.91","77.61","1 B/R","P2-35","Sharaf Dg Metro Station","Mall of the Emirates","Motor City","1","1","","ORION BUILDING"
"102-584-2023","2023-01-04 08:34:16","Sales","Sell - Pre registration","Off-Plan","Free Hold","Residential","TOWN SQUARE","Unit","Flat","565888","44.53","44.53","1 B/R","1","","","Dubai Cycling Course","2","1","","LIVA"
"102-585-2023","2023-01-04 08:36:42","Sales","Sell - Pre registration","Off-Plan","Free Hold","Residential","Madinat Dubai Almelaheyah","Unit","Flat","2927888","163.14","163.14","3 B/R","2","","","","1","1","","Seascape"
"102-586-2023","2023-01-04 08:39:42","Sales","Sell - Pre registration","Off-Plan","Free Hold","Residential","Madinat Dubai Almelaheyah","Unit","Flat","1422888","72.7","72.7","1 B/R","1","","","","1","1","","Seascape"
"102-587-2023","2023-01-04 08:40:55","Sales","Sell - Pre registration","Off-Plan","Free Hold","Residential","DUBAI SCIENCE PARK","Unit","Flat","1279500","96.67","96.67","2 B/R","1","First Abu Dhabi Bank Metro Station","Mall of the Emirates","Motor City","1","1","","Opalz By Danube"
