Transaction Number,Transaction Date,Transaction Type,Transaction sub type,Registration type,Is Free Hold?,Usage,Area,Property Type,Property Sub Type,Amount,Transaction Size (sq.m),Property Size (sq.m),Room(s),Parking,Nearest Metro,Nearest Mall,Nearest Landmark,No. of Buyer,No. of Seller,Master Project,Project
"102-5915-2024","2024-02-12 09:05:54","Sales","Sell - Pre registration","Off-Plan","Free Hold","Residential","PALM JUMEIRAH","Unit","Flat","3585840","107.4","107.4","1 B/R","1","Palm Jumeirah","Marina Mall","Burj Al Arab","1","2","","Palm Beach Towers - 2 "
"102-7595-2024","2024-02-09 21:05:10","Sales","Sell - Pre registration","Off-Plan","Free Hold","Residential","MAJAN","Unit","Flat","1139458.1","66.49","66.49","1 B/R","1","","","","1","1","","Samana Barari Views"
"102-7632-2024","2024-02-09 12:26:06","Sales","Sell - Pre registration","Off-Plan","Free Hold","Residential","DUBAI SPORTS CITY","Unit","Flat","748955.81","37.84","37.84","Studio","1","Nakheel Metro Station","Marina Mall","Sports City Swimming Academy","1","1","","Samana Golf Views"
"102-7639-2024","2024-02-12 09:30:10","Sales","Sell - Pre registration","Off-Plan","Free Hold","Residential","Um Suqaim Third","Unit","Flat","3707000","146.19","146.19","2 B/R","1","","","","2","1","","ELARA"
"102-7675-2024","2024-02-12 09:28:43","Sales","Sell - Pre registration","Off-Plan","Free Hold","Residential","Um Suqaim Third","Unit","Flat","3815000","141.87","141.87","2 B/R","1","","","","2","1","","ELARA"
"102-7839-2024","2024-02-09 21:05:05","Sales","Sell - Pre registration","Off-Plan","Free Hold","Residential","MAJAN","Unit","Flat","820800","38.17","38.17","Studio","1","","","","1","1","","Samana Barari Views"
"102-7840-2024","2024-02-09 21:05:26","Sales","Sell - Pre registration","Off-Plan","Free Hold","Residential","MAJAN","Unit","Flat","794880","38.17","38.17","Studio","1","","","","1","1","","Samana Barari Views"
"102-7844-2024","2024-02-09 21:05:32","Sales","Sell - Pre registration","Off-Plan","Free Hold","Residential","BUSINESS BAY","Unit","Flat","2794962.83","117.76","117.76","2 B/R","1","Buj Khalifa Dubai Mall Metro Station","Dubai Mall","Downtown Dubai","2","1","","NOBLES"
"102-7851-2024","2024-02-12 09:21:08","Sales","Sell - Pre registration","Off-Plan","Free Hold","Residential","DUBAI MARINA","Unit","Hotel Rooms","2746000","66.56","66.56","1 B/R","EU","Mina Seyahi","Marina Mall","Burj Al Arab","1","1","","Ciel"
"102-7862-2024","2024-02-12 13:34:27","Sales","Sell - Pre registration","Off-Plan","Free Hold","Residential","JUMEIRAH LAKES TOWERS","Unit","Flat","540000","37.22","37.22","Studio","1","Damac Properties","Marina Mall","Burj Al Arab","2","1","","SEVEN CITY JLT"
"102-7873-2024","2024-02-12 09:32:08","Sales","Sell - Pre registration","Off-Plan","Free Hold","Residential","Um Suqaim Third","Unit","Flat","2513000","67.69","67.69","1 B/R","1","","","","1","1","","ELARA"
"102-7888-2024","2024-02-09 21:05:18","Sales","Sell - Pre registration","Off-Plan","Free Hold","Residential","SUFOUH GARDENS","Unit","Hotel Apartment","1955897.33","59.88","59.88","1 B/R","1","Dubai Internet City","Mall of the Emirates","Burj Al Arab","1","1","","Biltmore Sufouh"
"102-7898-2024","2024-02-09 18:02:12","Sales","Sell - Pre registration","Off-Plan","Free Hold","Residential","ARJAN","Unit","Flat","1352400","77.42","77.42","1 B/R","1  0","Sharaf Dg Metro Station","Mall of the Emirates","Motor City","1","1","","Vincitore Dolce Vita"
"102-8196-2024","2024-02-09 12:26:11","Sales","Sell - Pre registration","Off-Plan","Free Hold","Residential","Al Wasl","Unit","Flat","2815000","81.47","81.47","NA","1","","","","1","1","","Central Park Plaza"
"102-8198-2024","2024-02-09 21:05:35","Sales","Sell - Pre registration","Off-Plan","Free Hold","Residential","JUMEIRAH VILLAGE CIRCLE","Unit","Flat","846222","66.46","66.46","1 B/R","1","Dubai Internet City","Marina Mall","Sports City Swimming Academy","2","1","","THE HAVEN GARDEN"
"102-8209-2024","2024-02-09 18:02:00","Sales","Sell - Pre registration","Off-Plan","Free Hold","Residential","ARJAN","Unit","Flat","1439460","86.25","86.25","2 B/R","1  0","Sharaf Dg Metro Station","Mall of the Emirates","Motor City","2","1","","Vincitore Dolce Vita"
"102-8218-2024","2024-02-12 11:09:49","Sales","Sell - Pre registration","Off-Plan","Free Hold","Residential","Wadi Al Safa 5","Building","Villa","2340000","136.06","136.06","3 B/R","","","","","1","1","","Arabian Ranches lll - Bliss 2"
"102-8226-2024","2024-02-09 15:59:53","Sales","Sell - Pre registration","Off-Plan","Free Hold","Residential","Um Suqaim Third","Unit","Flat","6123000","203.4","203.4","3 B/R","2","","","","1","1","","Jomana"
"102-8227-2024","2024-02-09 12:15:59","Sales","Sell - Pre registration","Off-Plan","Free Hold","Residential","ARJAN","Unit","Flat","880000","83.41","83.41","1 B/R","1","Sharaf Dg Metro Station","Mall of the Emirates","Motor City","1","1","","Prime Gardens"
"102-8230-2024","2024-02-09 11:47:49","Sales","Sell - Pre registration","Off-Plan","Free Hold","Residential","Wadi Al Safa 5","Building","Villa","3000000","145.77","145.77","4 B/R","","","","","1","1","","Arabian Ranches lll - Bliss 2"
"102-8243-2024","2024-02-12 08:39:48","Sales","Sell - Pre registration","Off-Plan","Free Hold","Residential","Madinat Al Mataar","Building","Villa","3650000","369.21","369.21","5 B/R","","","","","1","1","","The Pulse Beachfront 3 "
"102-8245-2024","2024-02-12 10:34:32","Sales","Sell - Pre registration","Off-Plan","Free Hold","Residential","MEYDAN ONE","Unit","Flat","525000","29.91","29.91","Studio","1","Buj Khalifa Dubai Mall Metro Station","Dubai Mall","Downtown Dubai","1","1","","Azizi Riviera 26"
"102-8246-2024","2024-02-12 13:47:00","Sales","Sell - Pre registration","Off-Plan","Free Hold","Residential","MEYDAN ONE","Unit","Flat","1216000","71.25","71.25","2 B/R","1","Buj Khalifa Dubai Mall Metro Station","Dubai Mall","Downtown Dubai","2","1","","Azizi Riviera 32"
"102-8247-2024","2024-02-12 09:26:54","Sales","Sell - Pre registration","Off-Plan","Free Hold","Residential","Jumeirah First","Unit","Flat","4000000","118.02","118.02","2 B/R","1","","","","1","1","","Port De La Mer - Le Ciel"
"102-8249-2024","2024-02-09 21:05:28","Sales","Sell - Pre registration","Off-Plan","Free Hold","Residential","JUMEIRAH VILLAGE CIRCLE","Unit","Flat","985222","66.46","66.46","1 B/R","1","Dubai Internet City","Marina Mall","Sports City Swimming Academy","1","1","","THE HAVEN GARDEN"
"102-8253-2024","2024-02-09 18:00:20","Sales","Sell - Pre registration","Off-Plan","Free Hold","Residential","JUMEIRAH VILLAGE CIRCLE","Unit","Flat","939745.64","61.71","61.71","1 B/R","1","Dubai Internet City","Mall of the Emirates","Sports City Swimming Academy","1","1","","Luxury Family Residence"
"102-8254-2024","2024-02-09 18:00:26","Sales","Sell - Pre registration","Off-Plan","Free Hold","Residential","DUBAI MARITIME CITY","Unit","Flat","1685000","62.74","62.74","1 B/R","1","Al Ghubaiba Metro Station","Dubai Mall","Burj Khalifa","1","1","","Nautica Two "
"102-8255-2024","2024-02-09 18:00:31","Sales","Sell - Pre registration","Off-Plan","Free Hold","Residential","DUBAI MARITIME CITY","Unit","Flat","2540000","95.87","95.87","2 B/R","1","Al Ghubaiba Metro Station","Dubai Mall","Burj Khalifa","1","1","","Nautica Two "
"102-8256-2024","2024-02-09 18:00:36","Sales","Sell - Pre registration","Off-Plan","Free Hold","Residential","DUBAI MARITIME CITY","Unit","Flat","1503000","57.13","57.13","1 B/R","1","Al Ghubaiba Metro Station","Dubai Mall","Burj Khalifa","1","1","","Nautica Two "
"102-8257-2024","2024-02-09 18:00:40","Sales","Sell - Pre registration","Off-Plan","Free Hold","Residential","TOWN SQUARE","Unit","Flat","1212888","99.71","99.71","2 B/R","1","","","Dubai Cycling Course","1","1","","Grove "
"102-8258-2024","2024-02-09 18:00:46","Sales","Sell - Pre registration","Off-Plan","Free Hold","Residential","MEYDAN ONE","Unit","Flat","521697","29.47","29.47","Studio","1","Buj Khalifa Dubai Mall Metro Station","Dubai Mall","Downtown Dubai","1","1","","Azizi Riviera 39"
"102-8259-2024","2024-02-09 18:02:06","Sales","Sell - Pre registration","Off-Plan","Free Hold","Residential","TOWN SQUARE","Unit","Flat","1192888","99.6","99.6","2 B/R","1","","","Dubai Cycling Course","2","1","","Grove "
"102-8260-2024","2024-02-09 18:02:12","Sales","Sell - Pre registration","Off-Plan","Free Hold","Residential","ARJAN","Unit","Shop","2100000","56.2","56.2","NA","1","Sharaf Dg Metro Station","Mall of the Emirates","Motor City","2","1","","SAMANA MYKONOS SIGNATURE"
"102-8261-2024","2024-02-09 18:02:19","Sales","Sell - Pre registration","Off-Plan","Free Hold","Residential","TOWN SQUARE","Unit","Flat","817888","60.8","60.8","1 B/R","1","","","Dubai Cycling Course","2","1","","Grove "
"102-8262-2024","2024-02-09 18:02:24","Sales","Sell - Pre registration","Off-Plan","Non Free Hold","Residential","SILICON OASIS","Unit","Flat","850149.02","74.87","74.87","1 B/R","1","","","IMG World Adventures","1","1","","TRIA BY DEYAAR"
