Transaction Number,Transaction Date,Transaction Type,Transaction sub type,Registration type,Is Free Hold?,Usage,Area,Property Type,Property Sub Type,Amount,Transaction Size (sq.m),Property Size (sq.m),Room(s),Parking,Nearest Metro,Nearest Mall,Nearest Landmark,No. of Buyer,No. of Seller,Master Project,Project
"102-3450-2024","2024-02-01 15:32:08","Sales","Sell - Pre registration","Off-Plan","Free Hold","Residential","Um Suqaim Third","Unit","Flat","6682000","179.74","179.74","3 B/R","2","","","","1","1","","ELARA"
"102-3518-2024","2024-02-01 15:31:06","Sales","Sell - Pre registration","Off-Plan","Free Hold","Residential","Um Suqaim Third","Unit","Flat","2484000","67","67","1 B/R","1","","","","1","1","","ELARA"
"102-3739-2024","2024-02-01 15:30:02","Sales","Sell - Pre registration","Off-Plan","Free Hold","Residential","Um Suqaim Third","Unit","Flat","3921000","115.91","115.91","2 B/R","1","","","","1","1","","ELARA"
"102-3740-2024","2024-02-01 15:29:02","Sales","Sell - Pre registration","Off-Plan","Free Hold","Residential","Um Suqaim Third","Unit","Flat","7099000","179","179","3 B/R","2","","","","1","1","","ELARA"
"102-3743-2024","2024-02-01 15:28:08","Sales","Sell - Pre registration","Off-Plan","Free Hold","Residential","Um Suqaim Third","Unit","Flat","3165000","131.47","131.47","2 B/R","1","","","","1","1","","ELARA"
"102-3745-2024","2024-02-01 15:26:50","Sales","Sell - Pre registration","Off-Plan","Free Hold","Residential","Um Suqaim Third","Unit","Flat","3530000","131.89","131.89","2 B/R","1","","","","1","1","","ELARA"
"102-3749-2024","2024-02-01 15:24:59","Sales","Sell - Pre registration","Off-Plan","Free Hold","Residential","Um Suqaim Third","Unit","Flat","2594000","86.27","86.27","1 B/R","1","","","","1","1","","ELARA"
"102-3751-2024","2024-02-01 15:23:51","Sales","Sell - Pre registration","Off-Plan","Free Hold","Residential","Um Suqaim Third","Unit","Flat","3598000","131.89","131.89","2 B/R","1","","","","1","1","","ELARA"
"102-3752-2024","2024-02-01 15:15:30","Sales","Sell - Pre registration","Off-Plan","Free Hold","Residential","Um Suqaim Third","Unit","Flat","2900000","90.96","90.96","1 B/R","1","","","","1","1","","ELARA"
"102-5893-2024","2024-02-01 16:33:50","Sales","Sell - Pre registration","Off-Plan","Free Hold","Residential","DUBAI MARINA","Unit","Hotel Rooms","770000","9.12","9.12","Studio","","Mina Seyahi","Marina Mall","Burj Al Arab","2","1","","Ciel"
