Transaction Number,Transaction Date,Transaction Type,Transaction sub type,Registration type,Is Free Hold?,Usage,Area,Property Type,Property Sub Type,Amount,Transaction Size (sq.m),Property Size (sq.m),Room(s),Parking,Nearest Metro,Nearest Mall,Nearest Landmark,No. of Buyer,No. of Seller,Master Project,Project
"102-37914-2023","2023-08-08 15:25:48","Sales","Sell - Pre registration","Off-Plan","Free Hold","Residential","Madinat Al Mataar","Building","Villa","3050000","338.33","338.33","4 B/R","","","","","1","1","","South Bay 2"
"102-37915-2023","2023-08-08 15:30:56","Sales","Sell - Pre registration","Off-Plan","Free Hold","Residential","JUMEIRAH VILLAGE CIRCLE","Unit","Flat","562231.33","45.42","45.42","Studio","1","Dubai Internet City","Mall of the Emirates","Sports City Swimming Academy","1","1","","CONCEPT 7 RESIDENCES "
"102-37916-2023","2023-08-08 15:32:12","Sales","Sell - Pre registration","Off-Plan","Free Hold","Residential","Wadi Al Safa 2","Building","Villa","806470","90.64","90.64","2 B/R","","","","IMG World Adventures","1","1","","Bianca "
"102-37917-2023","2023-08-08 15:32:59","Sales","Sell - Pre registration","Off-Plan","Free Hold","Residential","Madinat Al Mataar","Unit","Flat","2711928","158.05","158.05","3 B/R","2","","","","1","1","","Expo City Mangrove Residences"
"102-37918-2023","2023-08-08 15:33:38","Sales","Sell - Pre registration","Off-Plan","Free Hold","Residential","ARJAN","Unit","Flat","661200","40.62","40.62","Studio","1","Sharaf Dg Metro Station","Mall of the Emirates","Motor City","2","1","","KYOTO BY ORO24"
"102-37919-2023","2023-08-08 15:34:26","Sales","Sell - Pre registration","Off-Plan","Free Hold","Residential","JUMEIRAH VILLAGE TRIANGLE","Unit","Flat","904540","42.51","42.51","Studio","1","Damac Properties","Marina Mall","Sports City Swimming Academy","1","1","","Fashionz 1 By Danube"
"102-37920-2023","2023-08-08 15:37:51","Sales","Sell - Pre registration","Off-Plan","Free Hold","Residential","JUMEIRAH VILLAGE CIRCLE","Unit","Flat","570749.9","40.17","40.17","Studio","1  0","Dubai Internet City","Mall of the Emirates","Sports City Swimming Academy","1","1","","CONCEPT 7 RESIDENCES "
"102-37921-2023","2023-08-08 15:42:27","Sales","Sell - Pre registration","Off-Plan","Free Hold","Residential","JUMEIRAH VILLAGE CIRCLE","Unit","Flat","929235.5","69.62","69.62","1 B/R","1  0","Dubai Internet City","Mall of the Emirates","Sports City Swimming Academy","1","1","","CONCEPT 7 RESIDENCES "
"102-37922-2023","2023-08-08 15:45:22","Sales","Sell - Pre registration","Off-Plan","Free Hold","Residential","Wadi Al Safa 5","Building","Villa","3658888","249.21","249.21","4 B/R","","","","","1","1","","Arabian Ranches lll - May"
"102-37923-2023","2023-08-08 15:48:31","Sales","Sell - Pre registration","Off-Plan","Free Hold","Residential","JUMEIRAH VILLAGE CIRCLE","Unit","Flat","806977.63","67.45","67.45","1 B/R","1","Dubai Internet City","Mall of the Emirates","Sports City Swimming Academy","1","1","","CONCEPT 7 RESIDENCES "
"102-37924-2023","2023-08-08 15:52:37","Sales","Sell - Pre registration","Off-Plan","Free Hold","Residential","DUBAI LAND RESIDENCE COMPLEX","Unit","Flat","357800","34.81","34.81","Studio","1","","","IMG World Adventures","2","1","","AG 7EVEN"
"102-37925-2023","2023-08-08 16:02:51","Sales","Sell - Pre registration","Off-Plan","Free Hold","Residential","DUBAI LAND RESIDENCE COMPLEX","Unit","Flat","395110","42.68","42.68","Studio","1","","","IMG World Adventures","1","1","","AG SQUARE"
"102-37926-2023","2023-08-08 16:05:17","Sales","Sell - Pre registration","Off-Plan","Free Hold","Residential","ARJAN","Unit","Flat","721353.6","39.27","39.27","Studio","1","Sharaf Dg Metro Station","Mall of the Emirates","Motor City","1","1","","SAMANA MYKONOS SIGNATURE"
"102-37927-2023","2023-08-09 00:04:13","Sales","Sell - Pre registration","Off-Plan","Free Hold","Residential","DUBAI HEALTHCARE CITY - PHASE 2","Unit","Flat","4250000","125","125","2 B/R","1","Creek Metro Station","Dubai Mall","Downtown Dubai","1","1","","Kempinski Residences The Creek"
"102-37928-2023","2023-08-09 00:13:04","Sales","Sell - Pre registration","Off-Plan","Free Hold","Residential","Madinat Al Mataar","Building","Villa","2900000","255.07","255.07","4 B/R","","","","","1","1","","South Bay 2"
"102-37929-2023","2023-08-09 00:15:49","Sales","Sell - Pre registration","Off-Plan","Free Hold","Residential","DUBAI HARBOUR","Unit","Flat","3690888","69.19","69.19","1 B/R","1","","","","1","1","","BAYVIEW"
"102-37930-2023","2023-08-09 00:19:25","Sales","Sell - Pre registration","Off-Plan","Free Hold","Residential","JUMEIRAH VILLAGE TRIANGLE","Unit","Flat","808000","40.24","40.24","Studio","1","Damac Properties","Marina Mall","Sports City Swimming Academy","1","1","","Fashionz 1 By Danube"
"102-37931-2023","2023-08-09 00:23:29","Sales","Sell - Pre registration","Off-Plan","Free Hold","Residential","BUSINESS BAY","Unit","Flat","1359000","44.14","44.14","Studio","1","","","","1","1","","CANAL HEIGHTS"
"102-37932-2023","2023-08-09 00:48:53","Sales","Sell - Pre registration","Off-Plan","Free Hold","Residential","Madinat Al Mataar","Building","Villa","2150000","195","195","3 B/R","","","","","1","1","","South Bay 2"
"102-37933-2023","2023-08-09 00:55:50","Sales","Sell - Pre registration","Off-Plan","Free Hold","Residential","DUBAI HARBOUR","Unit","Flat","4493888","72.71","72.71","1 B/R","1","","","","1","1","","BAYVIEW"
"102-37934-2023","2023-08-09 00:59:45","Sales","Sell - Pre registration","Off-Plan","Free Hold","Residential","Madinat Al Mataar","Building","Villa","2900000","255","255","4 B/R","","","","","2","1","","South Bay 2"
"102-37935-2023","2023-08-09 01:05:23","Sales","Sell - Pre registration","Off-Plan","Free Hold","Residential","AL FURJAN","Unit","Flat","1578195","124.31","124.31","2 B/R","1","Ibn Battuta Metro Station","Ibn-e-Battuta Mall","Sports City Swimming Academy","1","1","","AVENUE RESIDENCE 4"
"102-37936-2023","2023-08-09 01:12:35","Sales","Sell - Pre registration","Off-Plan","Free Hold","Residential","DUBAI HARBOUR","Unit","Flat","4070888","68.38","68.38","1 B/R","1","","","","1","1","","BAYVIEW"
"102-37937-2023","2023-08-09 01:16:59","Sales","Sell - Pre registration","Off-Plan","Free Hold","Residential","DUBAI HARBOUR","Unit","Flat","3758888","69.48","69.48","1 B/R","1","","","","1","1","","BAYVIEW"
"102-37938-2023","2023-08-09 01:20:55","Sales","Sell - Pre registration","Off-Plan","Free Hold","Residential","JUMEIRAH VILLAGE TRIANGLE","Unit","Flat","813674","39.5","39.5","Studio","1","Damac Properties","Marina Mall","Sports City Swimming Academy","2","1","","Fashionz 1 By Danube"
"102-37939-2023","2023-08-09 01:25:32","Sales","Sell - Pre registration","Off-Plan","Free Hold","Residential","JUMEIRAH VILLAGE TRIANGLE","Unit","Flat","1723820","100.13","100.13","2 B/R","2","Damac Properties","Marina Mall","Sports City Swimming Academy","1","1","","Fashionz 1 By Danube"
"102-37940-2023","2023-08-09 01:28:14","Sales","Sell - Pre registration","Off-Plan","Free Hold","Residential","Madinat Al Mataar","Building","Villa","3100000","375.76","375.76","4 B/R","","","","","1","1","","South Bay 2"
