Transaction Number,Transaction Date,Transaction Type,Transaction sub type,Registration type,Is Free Hold?,Usage,Area,Property Type,Property Sub Type,Amount,Transaction Size (sq.m),Property Size (sq.m),Room(s),Parking,Nearest Metro,Nearest Mall,Nearest Landmark,No. of Buyer,No. of Seller,Master Project,Project
"102-60412-2023","2023-11-16 17:07:53","Sales","Sell - Pre registration","Off-Plan","Free Hold","Residential","Marsa Dubai","Unit","Flat","3666000","90.62","90.62","2 B/R","1","","","","1","1","","Bluewaters Bay "
"102-60902-2023","2023-11-16 18:03:34","Sales","Sell - Pre registration","Off-Plan","Free Hold","Residential","Wadi Al Safa 4","Building","Villa","2300000","281.64","281.64","3 B/R","","","","","1","1","","California Village"
"102-60911-2023","2023-11-16 19:10:53","Sales","Sell - Pre registration","Off-Plan","Free Hold","Residential","Wadi Al Safa 4","Building","Villa","1900000","281.63","281.63","3 B/R","","","","","1","1","","California Village"
"102-60913-2023","2023-11-16 19:11:06","Sales","Sell - Pre registration","Off-Plan","Free Hold","Residential","Wadi Al Safa 4","Building","Villa","2200000","232.66","232.66","3 B/R","","","","","1","1","","California Village"
"102-60915-2023","2023-11-16 19:11:24","Sales","Sell - Pre registration","Off-Plan","Free Hold","Residential","Wadi Al Safa 4","Building","Villa","2200000","232.66","232.66","3 B/R","","","","","1","1","","California Village"
"102-60916-2023","2023-11-16 19:11:43","Sales","Sell - Pre registration","Off-Plan","Free Hold","Residential","Wadi Al Safa 4","Building","Villa","2200000","232.66","232.66","3 B/R","","","","","2","1","","California Village"
"102-60917-2023","2023-11-17 09:49:44","Sales","Sell - Pre registration","Off-Plan","Free Hold","Residential","DUBAI HARBOUR","Unit","Flat","2561000","79.29","79.29","1 B/R","1","","","","1","1","","Palace Beach Residence"
"102-60918-2023","2023-11-16 18:03:18","Sales","Sell - Pre registration","Off-Plan","Free Hold","Residential","Wadi Al Safa 4","Building","Villa","2400000","281.63","281.63","3 B/R","","","","","1","1","","California Village"
"102-60920-2023","2023-11-16 19:11:21","Sales","Sell - Pre registration","Off-Plan","Free Hold","Residential","Wadi Al Safa 4","Building","Villa","1900000","281.62","281.62","3 B/R","","","","","1","1","","California Village"
"102-60921-2023","2023-11-17 09:52:00","Sales","Sell - Pre registration","Off-Plan","Free Hold","Residential","DUBAI HARBOUR","Unit","Flat","3587000","111.02","111.02","2 B/R","1","","","","1","1","","Palace Beach Residence"
"102-60923-2023","2023-11-17 09:33:03","Sales","Sell - Pre registration","Off-Plan","Free Hold","Residential","DUBAI HARBOUR","Unit","Flat","2198000","67.96","67.96","1 B/R","1","","","","1","1","","Palace Beach Residence"
"102-60925-2023","2023-11-17 09:24:33","Sales","Sell - Pre registration","Off-Plan","Free Hold","Residential","DUBAI HARBOUR","Unit","Flat","5744000","177.81","177.81","3 B/R","2","","","","1","1","","Palace Beach Residence"
"102-60926-2023","2023-11-17 09:21:22","Sales","Sell - Pre registration","Off-Plan","Free Hold","Residential","DUBAI HARBOUR","Unit","Flat","2601000","80.59","80.59","1 B/R","1","","","","1","1","","Palace Beach Residence"
"102-60928-2023","2023-11-16 15:19:08","Sales","Sell - Pre registration","Off-Plan","Free Hold","Residential","DUBAI HARBOUR","Unit","Flat","2552000","78.97","78.97","1 B/R","1","","","","1","1","","Palace Beach Residence"
"102-60930-2023","2023-11-17 10:02:13","Sales","Sell - Pre registration","Off-Plan","Free Hold","Residential","DUBAI HARBOUR","Unit","Flat","2198000","67.96","67.96","1 B/R","1","","","","1","1","","Palace Beach Residence"
"102-60931-2023","2023-11-17 09:43:39","Sales","Sell - Pre registration","Off-Plan","Free Hold","Residential","DUBAI HARBOUR","Unit","Flat","2558000","79.11","79.11","1 B/R","1","","","","1","1","","Palace Beach Residence"
"102-60950-2023","2023-11-16 15:37:43","Sales","Sell - Pre registration","Off-Plan","Free Hold","Residential","Wadi Al Safa 5","Building","Villa","2000000","161","161","3 B/R","","","","","1","2","","La Rosa 5"
"102-60961-2023","2023-11-16 15:24:00","Sales","Sell - Pre registration","Off-Plan","Free Hold","Residential","BURJ KHALIFA","Unit","Flat","6850000","171.32","171.32","3 B/R","2","Buj Khalifa Dubai Mall Metro Station","Dubai Mall","Burj Khalifa","1","1","","The St. Regis Residences, Downtown Dubai"
"102-60962-2023","2023-11-16 15:24:31","Sales","Sell - Pre registration","Off-Plan","Free Hold","Residential","JUMEIRAH LAKES TOWERS","Unit","Flat","940000","71.98","71.98","1 B/R","1","Damac Properties","Marina Mall","Burj Al Arab","1","1","","SEVEN CITY JLT"
"102-60963-2023","2023-11-16 15:43:54","Sales","Sell - Pre registration","Off-Plan","Free Hold","Residential","JUMEIRAH LAKES TOWERS","Unit","Flat","560000","38.58","38.58","Studio","1","Damac Properties","Marina Mall","Burj Al Arab","1","1","","SEVEN CITY JLT"
"102-60965-2023","2023-11-16 15:27:27","Sales","Sell - Pre registration","Off-Plan","Free Hold","Residential","Al Hebiah Sixth","Building","Villa","2150000","172.19","172.19","3 B/R","","","","","2","1","","Mudon Al Ranim 1"
"102-60966-2023","2023-11-16 15:58:47","Sales","Sell - Pre registration","Off-Plan","Free Hold","Residential","MBR DISTRICT 7","Unit","Flat","625000","38.64","38.64","Studio","1","Business Bay Metro Station","Dubai Mall","Downtown Dubai","2","1","","MAG EYE Phase 1"
"102-60967-2023","2023-11-16 15:26:19","Sales","Sell - Pre registration","Off-Plan","Free Hold","Residential","SOBHA HEARTLAND","Unit","Flat","1170000","72.41","72.41","1 B/R","1","Buj Khalifa Dubai Mall Metro Station","Dubai Mall","Downtown Dubai","2","2","","Sobha Creek Vistas Grande"
"102-60968-2023","2023-11-16 15:34:51","Sales","Sell - Pre registration","Off-Plan","Free Hold","Residential","SOBHA HEARTLAND","Unit","Flat","1230000","76.39","76.39","1 B/R","1","Buj Khalifa Dubai Mall Metro Station","Dubai Mall","Downtown Dubai","2","2","","Sobha Creek Vistas Grande"
"102-60969-2023","2023-11-16 15:30:02","Sales","Sell - Pre registration","Off-Plan","Free Hold","Residential","BUSINESS BAY","Unit","Flat","2000000","110.15","110.15","2 B/R","1","Buj Khalifa Dubai Mall Metro Station","Dubai Mall","Downtown Dubai","1","1","","NOBLES"
"102-60970-2023","2023-11-17 11:02:11","Sales","Sell - Pre registration","Off-Plan","Free Hold","Residential","Wadi Al Safa 7","Building","Villa","1150000","101.4","101.4","2 B/R","","","","","1","2","","Rukan 3"
"102-61186-2023","2023-11-17 09:00:09","Sales","Sell - Pre registration","Off-Plan","Free Hold","Residential","EMAAR SOUTH","Building","Villa","1430000","145.88","145.88","3 B/R","","","","Al Makhtoum International Airport","1","1","","Greenview"
"102-61187-2023","2023-11-17 09:42:06","Sales","Sell - Pre registration","Off-Plan","Free Hold","Residential","DUBAI CREEK HARBOUR","Unit","Flat","1225000","70.63","70.63","1 B/R","1","Creek Metro Station","City Centre Mirdif","Dubai International Airport","1","1","","Creek Beach - Orchid"
"102-61188-2023","2023-11-17 10:27:02","Sales","Sell - Pre registration","Off-Plan","Free Hold","Residential","Al Yufrah 1","Building","Villa","2350000","270.98","270.98","4 B/R","","","","","1","1","","The Valley - Talia"
