Transaction Number,Transaction Date,Transaction Type,Transaction sub type,Registration type,Is Free Hold?,Usage,Area,Property Type,Property Sub Type,Amount,Transaction Size (sq.m),Property Size (sq.m),Room(s),Parking,Nearest Metro,Nearest Mall,Nearest Landmark,No. of Buyer,No. of Seller,Master Project,Project
"102-48012-2023","2023-11-24 10:13:39","Sales","Sell - Pre registration","Off-Plan","Free Hold","Residential","DUBAI MARITIME CITY","Unit","Flat","1363135.5","70.99","70.99","1 B/R","1","Al Ghubaiba Metro Station","Dubai Mall","Burj Khalifa","1","1","","MAR CASA"
"102-57878-2023","2023-11-24 09:34:45","Sales","Sell - Pre registration","Off-Plan","Free Hold","Residential","PALM JUMEIRAH","Unit","Flat","11436000","227.77","227.77","3 B/R","2","","","","1","1","","SLS RESIDENCES AT PALM JUMEIRAH"
"102-58406-2023","2023-11-24 09:34:13","Sales","Sell - Pre registration","Off-Plan","Free Hold","Residential","PALM JUMEIRAH","Unit","Flat","26595186","441.21","441.21","3 B/R","3","","","","1","1","","SLS RESIDENCES AT PALM JUMEIRAH"
"102-58414-2023","2023-11-24 09:33:04","Sales","Sell - Pre registration","Off-Plan","Free Hold","Residential","PALM JUMEIRAH","Unit","Flat","9000000","193.63","193.63","2 B/R","2","","","","1","1","","SLS RESIDENCES AT PALM JUMEIRAH"
"102-58426-2023","2023-11-24 09:32:28","Sales","Sell - Pre registration","Off-Plan","Free Hold","Residential","PALM JUMEIRAH","Unit","Flat","7019000","157.61","157.61","2 B/R","1","","","","1","1","","SLS RESIDENCES AT PALM JUMEIRAH"
"102-58431-2023","2023-11-24 09:37:15","Sales","Sell - Pre registration","Off-Plan","Free Hold","Residential","PALM JUMEIRAH","Unit","Flat","25139119","396.52","396.52","3 B/R","3","","","","1","1","","SLS RESIDENCES AT PALM JUMEIRAH"
"102-58701-2023","2023-11-24 09:39:08","Sales","Sell - Pre registration","Off-Plan","Free Hold","Residential","PALM JUMEIRAH","Unit","Flat","8800000","152.27","152.27","2 B/R","1","","","","1","1","","SLS RESIDENCES AT PALM JUMEIRAH"
"102-58704-2023","2023-11-24 09:38:08","Sales","Sell - Pre registration","Off-Plan","Free Hold","Residential","PALM JUMEIRAH","Unit","Flat","9364000","154.68","154.68","2 B/R","1","","","","1","1","","SLS RESIDENCES AT PALM JUMEIRAH"
"102-61676-2023","2023-11-23 21:11:35","Sales","Sell - Pre registration","Off-Plan","Free Hold","Residential","DUBAI MARITIME CITY","Unit","Flat","2068025.07","104.9","104.9","2 B/R","1","Al Ghubaiba Metro Station","Dubai Mall","Burj Khalifa","1","1","","MAR CASA"
"102-61681-2023","2023-11-23 21:10:35","Sales","Sell - Pre registration","Off-Plan","Free Hold","Residential","DUBAI LAND RESIDENCE COMPLEX","Unit","Flat","672017.19","73.41","73.41","1 B/R","B3-33","","","IMG World Adventures","1","1","","THE V TOWER"
"102-61841-2023","2023-11-23 21:10:45","Sales","Sell - Pre registration","Off-Plan","Free Hold","Residential","JUMEIRAH VILLAGE CIRCLE","Unit","Flat","1123222","79.05","79.05","1 B/R","1","Dubai Internet City","Mall of the Emirates","Sports City Swimming Academy","1","1","","THE VYBE"
"102-61880-2023","2023-11-23 21:11:02","Sales","Sell - Pre registration","Off-Plan","Free Hold","Residential","DUBAI MARITIME CITY","Unit","Flat","1956039.13","106.85","106.85","2 B/R","1","Al Ghubaiba Metro Station","Dubai Mall","Burj Khalifa","1","1","","MAR CASA"
"102-61882-2023","2023-11-23 21:10:32","Sales","Sell - Pre registration","Off-Plan","Free Hold","Residential","DUBAI MARITIME CITY","Unit","Flat","1967443.42","107.18","107.18","2 B/R","1","Al Ghubaiba Metro Station","Dubai Mall","Burj Khalifa","1","1","","MAR CASA"
"102-62199-2023","2023-11-24 08:06:42","Sales","Sell - Pre registration","Off-Plan","Free Hold","Residential","ARJAN","Unit","Flat","814150","52","52","1 B/R","1","Sharaf Dg Metro Station","Mall of the Emirates","Motor City","2","1","","KYOTO BY ORO24"
"102-62234-2023","2023-11-24 08:06:55","Sales","Sell - Pre registration","Off-Plan","Free Hold","Residential","ARJAN","Unit","Flat","1077249","69.36","69.36","1 B/R","1","Sharaf Dg Metro Station","Mall of the Emirates","Motor City","1","1","","Vincitore Volare"
"102-62262-2023","2023-11-24 09:47:19","Sales","Sell - Pre registration","Off-Plan","Free Hold","Residential","MEYDAN ONE","Unit","Flat","880000","52.22","52.22","1 B/R","1","Buj Khalifa Dubai Mall Metro Station","Dubai Mall","Downtown Dubai","1","2","","Azizi Riviera 27"
"102-62281-2023","2023-11-24 08:31:22","Sales","Sell - Pre registration","Off-Plan","Free Hold","Residential","MEYDAN ONE","Unit","Flat","855000","48.9","48.9","1 B/R","1","Buj Khalifa Dubai Mall Metro Station","Dubai Mall","Downtown Dubai","1","1","","Azizi Riviera 29"
"102-62284-2023","2023-11-24 10:22:43","Sales","Sell - Pre registration","Off-Plan","Free Hold","Residential","BUSINESS BAY","Unit","Flat","875000","37.02","37.02","Studio","1","Buj Khalifa Dubai Mall Metro Station","Dubai Mall","Downtown Dubai","2","1","","THE STERLING EAST HOUSE"
"102-62286-2023","2023-11-23 15:44:21","Sales","Sell - Pre registration","Off-Plan","Free Hold","Residential","Madinat Dubai Almelaheyah","Unit","Flat","1558888","74.93","74.93","1 B/R","1","","","","1","1","","Clearpoint"
"102-62288-2023","2023-11-23 15:48:32","Sales","Sell - Pre registration","Off-Plan","Free Hold","Residential","Madinat Dubai Almelaheyah","Unit","Flat","2303888","127.01","127.01","2 B/R","1","","","","1","1","","Clearpoint"
"102-62289-2023","2023-11-23 15:16:52","Sales","Sell - Pre registration","Off-Plan","Free Hold","Residential","DAMAC HILLS","Unit","Flat","1200000","119.32","119.32","2 B/R","1","","","Motor City","1","2","","DAMAC HILLS - GOLF GATE"
"102-62291-2023","2023-11-23 15:51:03","Sales","Sell - Pre registration","Off-Plan","Free Hold","Residential","DUBAI PRODUCTION CITY","Unit","Flat","722304","39.48","39.48","Studio","1","Damac Properties","Marina Mall","Sports City Swimming Academy","2","1","","Samana Portofino"
"102-62292-2023","2023-11-23 15:53:41","Sales","Sell - Pre registration","Off-Plan","Free Hold","Residential","Madinat Dubai Almelaheyah","Unit","Flat","1639888","74.91","74.91","1 B/R","1","","","","1","1","","Clearpoint"
"102-62293-2023","2023-11-23 15:57:36","Sales","Sell - Pre registration","Off-Plan","Free Hold","Residential","Marsa Dubai","Unit","Hotel Rooms","9259967.62","192.4","192.4","1 B/R","EU","Jumeirah Beach Resdency","Marina Mall","Burj Al Arab","1","1","","FIVE LUXE"
"102-62294-2023","2023-11-23 16:00:41","Sales","Sell - Pre registration","Off-Plan","Free Hold","Residential","Madinat Dubai Almelaheyah","Unit","Flat","2307888","127.01","127.01","2 B/R","1","","","","1","1","","Clearpoint"
"102-62295-2023","2023-11-23 16:07:14","Sales","Sell - Pre registration","Off-Plan","Free Hold","Residential","DUBAI PRODUCTION CITY","Unit","Flat","1080000","75.74","75.74","1 B/R","1","Damac Properties","Marina Mall","Sports City Swimming Academy","1","1","","Samana Portofino"
"102-62296-2023","2023-11-23 16:11:54","Sales","Sell - Pre registration","Off-Plan","Free Hold","Residential","Al Yufrah 1","Building","Villa","2228888","199.22","199.22","3 B/R","","","","","1","1","","The Valley - Nima"
"102-62521-2023","2023-11-23 21:25:40","Sales","Sell - Pre registration","Off-Plan","Free Hold","Residential","SOBHA HEARTLAND","Unit","Flat","2279699","116.05","116.05","2 B/R","1","Buj Khalifa Dubai Mall Metro Station","Dubai Mall","Downtown Dubai","1","1","","Sobha Creek Vistas Grande"
"102-62522-2023","2023-11-23 21:28:08","Sales","Sell - Pre registration","Off-Plan","Free Hold","Residential","SOBHA HEARTLAND","Unit","Flat","2172528","112.13","112.13","2 B/R","1","Buj Khalifa Dubai Mall Metro Station","Dubai Mall","Downtown Dubai","1","1","","Sobha Creek Vistas Grande"
"102-62523-2023","2023-11-23 21:50:42","Sales","Sell - Pre registration","Off-Plan","Free Hold","Residential","SOBHA HEARTLAND","Unit","Flat","2248470","116.05","116.05","2 B/R","1","Buj Khalifa Dubai Mall Metro Station","Dubai Mall","Downtown Dubai","1","1","","Sobha Creek Vistas Grande"
"102-62524-2023","2023-11-23 22:00:54","Sales","Sell - Pre registration","Off-Plan","Free Hold","Residential","SOBHA HEARTLAND","Unit","Flat","2999535","150.63","150.63","3 B/R","2","Buj Khalifa Dubai Mall Metro Station","Dubai Mall","Downtown Dubai","1","1","","Sobha Hartland - Crest Grande"
"102-62525-2023","2023-11-23 22:02:29","Sales","Sell - Pre registration","Off-Plan","Free Hold","Residential","SOBHA HEARTLAND","Unit","Flat","4355622","218.73","218.73","4 B/R","2","Buj Khalifa Dubai Mall Metro Station","Dubai Mall","Downtown Dubai","1","1","","Sobha Hartland - Crest Grande"
