Transaction Number,Transaction Date,Transaction Type,Transaction sub type,Registration type,Is Free Hold?,Usage,Area,Property Type,Property Sub Type,Amount,Transaction Size (sq.m),Property Size (sq.m),Room(s),Parking,Nearest Metro,Nearest Mall,Nearest Landmark,No. of Buyer,No. of Seller,Master Project,Project
"102-25103-2023","2023-05-30 04:03:23","Sales","Sell - Pre registration","Off-Plan","Free Hold","Residential","Um Suqaim Third","Unit","Flat","3377000","117.97","117.97","2 B/R","1","","","","1","1","","Jomana"
"102-25104-2023","2023-05-30 04:03:35","Sales","Sell - Pre registration","Off-Plan","Free Hold","Residential","Um Suqaim Third","Unit","Flat","2578000","99.81","99.81","1 B/R","1","","","","1","1","","Jomana"
"102-25105-2023","2023-05-30 04:04:33","Sales","Sell - Pre registration","Off-Plan","Free Hold","Residential","Hadaeq Sheikh Mohammed Bin Rashid","Unit","Flat","1554888","65.4","65.4","1 B/R","1","","","","1","1","","Elvira"
"102-25106-2023","2023-05-30 04:04:50","Sales","Sell - Pre registration","Off-Plan","Free Hold","Residential","DUBAI MARINA","Unit","Hotel Rooms","635000","8.7","8.7","Studio","","Mina Seyahi","Marina Mall","Burj Al Arab","1","1","","Ciel"
"102-25107-2023","2023-05-30 04:05:26","Sales","Sell - Pre registration","Off-Plan","Free Hold","Residential","Al Wasl","Unit","Flat","3203000","110.82","110.82","2 B/R","1","","","","2","1","","Erin"
"102-25108-2023","2023-05-30 04:05:37","Sales","Sell - Pre registration","Off-Plan","Free Hold","Residential","DUBAI CREEK HARBOUR","Unit","Flat","1738888","70.84","70.84","1 B/R","1","Creek Metro Station","City Centre Mirdif","Dubai International Airport","1","1","","Creek Waters"
"102-25109-2023","2023-05-30 04:05:49","Sales","Sell - Pre registration","Off-Plan","Free Hold","Residential","Marsa Dubai","Unit","Flat","8482000","197.99","197.99","3 B/R","2","","","","1","1","","DAMAC BAY"
"102-25110-2023","2023-05-30 04:06:53","Sales","Sell - Pre registration","Off-Plan","Free Hold","Residential","Al Wasl","Unit","Flat","3904000","152.46","152.46","2 B/R","1","","","","2","1","","Erin"
"102-25111-2023","2023-05-30 04:49:06","Sales","Sell - Pre registration","Off-Plan","Free Hold","Residential","Um Suqaim Third","Unit","Flat","2072000","74.42","74.42","1 B/R","1","","","","2","1","","Jomana"
"102-25112-2023","2023-05-30 04:49:17","Sales","Sell - Pre registration","Off-Plan","Free Hold","Residential","DUBAI CREEK HARBOUR","Unit","Flat","1687888","70.33","70.33","1 B/R","1","Creek Metro Station","City Centre Mirdif","Dubai International Airport","1","1","","Creek Waters"
"102-25113-2023","2023-05-30 04:49:30","Sales","Sell - Pre registration","Off-Plan","Free Hold","Residential","Al Wasl","Unit","Flat","3270000","116.5","116.5","2 B/R","1","","","","1","1","","Erin"
"102-25114-2023","2023-05-30 04:49:42","Sales","Sell - Pre registration","Off-Plan","Free Hold","Residential","DUBAI CREEK HARBOUR","Unit","Flat","2100888","86.2","86.2","1 B/R","1","Creek Metro Station","City Centre Mirdif","Dubai International Airport","1","1","","Creek Waters"
"102-25115-2023","2023-05-30 04:49:55","Sales","Sell - Pre registration","Off-Plan","Free Hold","Residential","Marsa Dubai","Unit","Flat","4431000","116.84","116.84","1 B/R","1","","","","1","1","","DAMAC BAY"
"102-25116-2023","2023-05-30 04:50:08","Sales","Sell - Pre registration","Off-Plan","Free Hold","Residential","DUBAI MARINA","Unit","Hotel Rooms","635000","8.06","8.06","Studio","","Mina Seyahi","Marina Mall","Burj Al Arab","1","1","","Ciel"
"102-25117-2023","2023-05-30 04:50:20","Sales","Sell - Pre registration","Off-Plan","Free Hold","Residential","DUBAI CREEK HARBOUR","Unit","Flat","2093888","93.73","93.73","2 B/R","1","Creek Metro Station","City Centre Mirdif","Dubai International Airport","1","1","","Creek Beach - Savanna-Cedar-Mangrove"
"102-25118-2023","2023-05-30 04:50:35","Sales","Sell - Pre registration","Off-Plan","Free Hold","Residential","Um Suqaim Third","Unit","Flat","5945000","203.2","203.2","3 B/R","2","","","","1","1","","Jomana"
"102-25119-2023","2023-05-30 04:50:47","Sales","Sell - Pre registration","Off-Plan","Free Hold","Residential","Al Wasl","Unit","Flat","1826000","72.45","72.45","1 B/R","1","","","","1","1","","Erin"
"102-25120-2023","2023-05-30 04:51:00","Sales","Sell - Pre registration","Off-Plan","Free Hold","Residential","Marsa Dubai","Unit","Flat","5283000","146.35","146.35","2 B/R","1","","","","1","1","","DAMAC BAY"
"102-25121-2023","2023-05-30 05:10:51","Sales","Sell - Pre registration","Off-Plan","Free Hold","Residential","DUBAI CREEK HARBOUR","Unit","Flat","1758888","71.98","71.98","1 B/R","1","Creek Metro Station","City Centre Mirdif","Dubai International Airport","1","1","","Creek Waters"
"102-25122-2023","2023-05-30 05:11:28","Sales","Sell - Pre registration","Off-Plan","Free Hold","Residential","Marsa Dubai","Unit","Flat","2980000","77.06","77.06","1 B/R","1","","","","1","1","","DAMAC BAY"
