Transaction Number,Transaction Date,Transaction Type,Transaction sub type,Registration type,Is Free Hold?,Usage,Area,Property Type,Property Sub Type,Amount,Transaction Size (sq.m),Property Size (sq.m),Room(s),Parking,Nearest Metro,Nearest Mall,Nearest Landmark,No. of Buyer,No. of Seller,Master Project,Project
"102-2010-2023","2023-01-11 15:54:57","Sales","Sell - Pre registration","Off-Plan","Free Hold","Residential","TECOM SITE A","Unit","Flat","15036984","447.24","447.24","4 B/R","3","Dubai Internet City","Marina Mall","Burj Al Arab","1","1","","THE S TOWER"
"102-2011-2023","2023-01-11 22:20:26","Sales","Sell - Pre registration","Off-Plan","Free Hold","Residential","DUBAI HILLS","Unit","Flat","1280888","80.56","80.56","1 B/R","1","First Abu Dhabi Bank Metro Station","Mall of the Emirates","Motor City","1","1","","Park Horizon"
"102-2012-2023","2023-01-11 22:30:25","Sales","Sell - Pre registration","Off-Plan","Free Hold","Residential","JUMEIRAH VILLAGE CIRCLE","Unit","Flat","515000","34.17","34.17","Studio","1","Dubai Internet City","Marina Mall","Sports City Swimming Academy","1","1","","LEVANTO BY ORO24"
"102-2013-2023","2023-01-11 22:33:51","Sales","Sell - Pre registration","Off-Plan","Free Hold","Residential","DUBAI SCIENCE PARK","Unit","Flat","569000","37.77","37.77","Studio","1","First Abu Dhabi Bank Metro Station","Mall of the Emirates","Motor City","1","1","","Opalz By Danube"
"102-2014-2023","2023-01-11 22:37:22","Sales","Sell - Pre registration","Off-Plan","Free Hold","Residential","DUBAI SCIENCE PARK","Unit","Flat","1307500","96.5","96.5","2 B/R","1","First Abu Dhabi Bank Metro Station","Mall of the Emirates","Motor City","1","1","","Opalz By Danube"
"102-2015-2023","2023-01-11 22:43:25","Sales","Sell - Pre registration","Off-Plan","Free Hold","Residential","JUMEIRAH VILLAGE CIRCLE","Unit","Flat","810000","60.86","60.86","1 B/R","1","Dubai Internet City","Marina Mall","Sports City Swimming Academy","1","1","","LEVANTO BY ORO24"
"102-2016-2023","2023-01-11 22:47:45","Sales","Sell - Pre registration","Off-Plan","Free Hold","Residential","JUMEIRAH VILLAGE CIRCLE","Unit","Flat","807500","62.55","62.55","1 B/R","1","Dubai Internet City","Marina Mall","Sports City Swimming Academy","1","1","","LEVANTO BY ORO24"
"102-2017-2023","2023-01-11 22:55:36","Sales","Sell - Pre registration","Off-Plan","Free Hold","Residential","JUMEIRAH VILLAGE CIRCLE","Unit","Flat","465000","33.8","33.8","Studio","1","Dubai Internet City","Marina Mall","Sports City Swimming Academy","1","1","","LEVANTO BY ORO24"
"102-2018-2023","2023-01-11 22:58:42","Sales","Sell - Pre registration","Off-Plan","Free Hold","Residential","Marsa Dubai","Unit","Flat","13195429","473.86","473.86","4 B/R","2","Jumeirah Beach Resdency","Marina Mall","Burj Al Arab","1","1","","FIVE LUXE"
"102-2019-2023","2023-01-11 23:01:26","Sales","Sell - Pre registration","Off-Plan","Free Hold","Residential","DUBAI SCIENCE PARK","Unit","Flat","975000","85.69","85.69","1 B/R","1","First Abu Dhabi Bank Metro Station","Mall of the Emirates","Motor City","1","1","","Opalz By Danube"
"102-2020-2023","2023-01-11 23:06:22","Sales","Sell - Pre registration","Off-Plan","Free Hold","Residential","JUMEIRAH VILLAGE CIRCLE","Unit","Flat","790000","61.87","61.87","1 B/R","1","Dubai Internet City","Marina Mall","Sports City Swimming Academy","1","1","","LEVANTO BY ORO24"
"102-2021-2023","2023-01-11 23:11:30","Sales","Sell - Pre registration","Off-Plan","Free Hold","Residential","JUMEIRAH VILLAGE CIRCLE","Unit","Flat","489250","40.99","40.99","Studio","1","Dubai Internet City","Marina Mall","Sports City Swimming Academy","1","1","","LEVANTO BY ORO24"
"102-2022-2023","2023-01-11 23:18:20","Sales","Sell - Pre registration","Off-Plan","Free Hold","Residential","Marsa Dubai","Unit","Flat","2827000","74.5","74.5","1 B/R","1","","","","1","1","","Bluewaters Bay "
"102-2023-2023","2023-01-11 23:22:39","Sales","Sell - Pre registration","Off-Plan","Free Hold","Residential","Wadi Al Safa 5","Building","Villa","2024888","146.17","146.17","3 B/R","","","","","2","1","","Arabian Ranches lll - Raya"
"102-2024-2023","2023-01-11 23:26:57","Sales","Sell - Pre registration","Off-Plan","Free Hold","Residential","Marsa Dubai","Unit","Flat","2919000","74.15","74.15","1 B/R","1","","","","1","1","","Bluewaters Bay "
"102-2025-2023","2023-01-11 23:30:35","Sales","Sell - Pre registration","Off-Plan","Free Hold","Residential","DUBAI CREEK HARBOUR","Unit","Flat","1483888","64.57","64.25","1 B/R","P2-BA-272","Creek Metro Station","City Centre Mirdif","Dubai International Airport","1","1","","Creek Beach - VIDA Residences"
"102-2026-2023","2023-01-11 23:37:17","Sales","Sell - Pre registration","Off-Plan","Free Hold","Residential","Marsa Dubai","Unit","Flat","5474000","155.2","155.2","2 B/R","1","","","","1","1","","Bluewaters Bay "
"102-2027-2023","2023-01-11 23:42:14","Sales","Sell - Pre registration","Off-Plan","Free Hold","Residential","Marsa Dubai","Unit","Flat","5859000","155.17","155.17","2 B/R","1","","","","1","1","","Bluewaters Bay "
"102-2028-2023","2023-01-11 23:46:05","Sales","Sell - Pre registration","Off-Plan","Free Hold","Residential","DUBAI CREEK HARBOUR","Unit","Flat","2387888","129.63","129.87","3 B/R","G-2B-096, G-2B-097","Creek Metro Station","City Centre Mirdif","Dubai International Airport","1","1","","Creek Beach - Bayshore"
"102-2029-2023","2023-01-11 23:48:38","Sales","Sell - Pre registration","Off-Plan","Free Hold","Residential","Marsa Dubai","Unit","Flat","2833000","74.5","74.5","1 B/R","1","","","","1","1","","Bluewaters Bay "
"102-2030-2023","2023-01-12 00:40:38","Sales","Sell - Pre registration","Off-Plan","Free Hold","Residential","Zaabeel First","Unit","Hotel Apartment","4450157","80.89","80.89","1 B/R","1","Al Jafiliya Metro Station","Dubai Mall","Burj Khalifa","1","1","","One Za'abeel"
"102-2031-2023","2023-01-12 00:42:47","Sales","Sell - Pre registration","Off-Plan","Free Hold","Residential","Wadi Al Safa 5","Building","Villa","2076510","144.84","144.84","3 B/R","","","","","1","1","","Arabian Ranches lll - Raya"
"102-2032-2023","2023-01-12 00:46:36","Sales","Sell - Pre registration","Off-Plan","Free Hold","Residential","Wadi Al Safa 5","Building","Villa","1997888","144.84","144.84","3 B/R","","","","","1","1","","Arabian Ranches lll - Raya"
"102-2033-2023","2023-01-12 00:50:08","Sales","Sell - Pre registration","Off-Plan","Free Hold","Residential","DUBAI MARINA","Unit","Flat","2749548","74.67","74.67","1 B/R","1","Jumeirah Beach Resdency","Marina Mall","Burj Al Arab","1","1","","LIV LUX"
"102-2034-2023","2023-01-12 07:01:03","Sales","Sell - Pre registration","Off-Plan","Free Hold","Residential","Al Wasl","Unit","Flat","8853000","303.19","303.19","4 B/R","2","","","","1","1","","Laurel"
"102-2035-2023","2023-01-12 07:01:54","Sales","Sell - Pre registration","Off-Plan","Free Hold","Residential","JUMEIRAH VILLAGE CIRCLE","Unit","Flat","507298","41.41","41.41","Studio","1","Dubai Internet City","Mall of the Emirates","Sports City Swimming Academy","1","1","","Luma22"
"102-2036-2023","2023-01-12 07:02:59","Sales","Sell - Pre registration","Off-Plan","Free Hold","Residential","BURJ KHALIFA","Unit","Flat","32869888","819.6","819.6","5 B/R","2","Buj Khalifa Dubai Mall Metro Station","Dubai Mall","Burj Khalifa","1","1","","THE RESIDENCE | Burj Khalifa"
"102-2037-2023","2023-01-12 07:03:46","Sales","Sell - Pre registration","Off-Plan","Free Hold","Residential","Al Wasl","Unit","Flat","2794000","116.83","116.83","2 B/R","1","","","","1","1","","Laurel"
"102-2038-2023","2023-01-12 07:04:19","Sales","Sell - Pre registration","Off-Plan","Free Hold","Residential","Marsa Dubai","Unit","Flat","5838000","155.2","155.2","2 B/R","1","","","","1","1","","Bluewaters Bay "
"102-2039-2023","2023-01-12 07:19:38","Sales","Sell - Pre registration","Off-Plan","Free Hold","Residential","Warsan First","Unit","Flat","476000","37.15","37.15","Studio","1","Rashidiya Metro Station","City Centre Mirdif","","1","1","","Petalz By Danube"
"102-2040-2023","2023-01-12 07:20:15","Sales","Sell - Pre registration","Off-Plan","Free Hold","Residential","Marsa Dubai","Unit","Flat","7081000","187.27","187.27","3 B/R","2","","","","1","1","","Bluewaters Bay "
"102-2041-2023","2023-01-12 07:21:36","Sales","Sell - Pre registration","Off-Plan","Free Hold","Residential","Al Wasl","Unit","Flat","4138000","151.63","151.63","3 B/R","1","","","","1","1","","Laurel"
"102-2042-2023","2023-01-12 07:22:30","Sales","Sell - Pre registration","Off-Plan","Free Hold","Residential","DUBAI HARBOUR","Unit","Flat","10890888","224.86","224.86","4 B/R","2","","","","1","1","","Beachgate by Address"
"102-2043-2023","2023-01-12 07:23:09","Sales","Sell - Pre registration","Off-Plan","Free Hold","Residential","Wadi Al Safa 5","Building","Villa","2043888","144.84","144.84","3 B/R","","","","","2","1","","Arabian Ranches lll - Raya"
"102-2044-2023","2023-01-12 07:24:00","Sales","Sell - Pre registration","Off-Plan","Free Hold","Residential","Al Wasl","Unit","Flat","4076000","153.76","153.76","3 B/R","1","","","","1","1","","Laurel"
"102-2045-2023","2023-01-12 07:36:11","Sales","Sell - Pre registration","Off-Plan","Free Hold","Residential","Marsa Dubai","Unit","Flat","6742000","190.16","190.16","3 B/R","2","","","","1","1","","Bluewaters Bay "
