Transaction Number,Transaction Date,Transaction Type,Transaction sub type,Registration type,Is Free Hold?,Usage,Area,Property Type,Property Sub Type,Amount,Transaction Size (sq.m),Property Size (sq.m),Room(s),Parking,Nearest Metro,Nearest Mall,Nearest Landmark,No. of Buyer,No. of Seller,Master Project,Project
"102-8609-2023","2023-02-23 07:05:11","Sales","Sell - Pre registration","Off-Plan","Free Hold","Residential","Zaabeel First","Unit","Flat","6696000","149.61","149.61","2 B/R","1","","","","1","1","","One Za'abeel"
"102-8610-2023","2023-02-23 07:06:08","Sales","Sell - Pre registration","Off-Plan","Free Hold","Residential","Wadi Al Safa 5","Building","Villa","2089888","144.84","144.84","3 B/R","","","","","1","1","","Arabian Ranches lll - Anya"
"102-8611-2023","2023-02-23 07:07:18","Sales","Sell - Pre registration","Off-Plan","Free Hold","Residential","MEYDAN ONE","Unit","Flat","582000","35.64","35.26","Studio","B2-64","Buj Khalifa Dubai Mall Metro Station","Dubai Mall","Downtown Dubai","1","1","","Azizi Riviera 6"
"102-8612-2023","2023-02-23 07:10:42","Sales","Sell - Pre registration","Off-Plan","Free Hold","Residential","JUMEIRAH VILLAGE CIRCLE","Unit","Flat","845000","54.82","54.82","1 B/R","1","Dubai Internet City","Mall of the Emirates","Sports City Swimming Academy","1","1","","Maimoon Gardens"
"102-8614-2023","2023-02-23 07:16:26","Sales","Sell - Pre registration","Off-Plan","Free Hold","Residential","JUMEIRAH VILLAGE CIRCLE","Unit","Flat","1010336.89","61.87","61.87","1 B/R","1","Dubai Internet City","Mall of the Emirates","Sports City Swimming Academy","1","1","","Luxury Family Residence"
"102-8615-2023","2023-02-23 07:17:40","Sales","Sell - Pre registration","Off-Plan","Free Hold","Residential","Zaabeel First","Unit","Flat","6386000","165.31","165.31","2 B/R","1","","","","1","1","","One Za'abeel"
"102-8617-2023","2023-02-23 07:18:48","Sales","Sell - Pre registration","Off-Plan","Free Hold","Residential","Madinat Dubai Almelaheyah","Unit","Flat","2373888","129.1","129.1","2 B/R","1","","","","1","1","","Seascape"
"102-8618-2023","2023-02-23 07:20:27","Sales","Sell - Pre registration","Off-Plan","Free Hold","Residential","JUMEIRAH VILLAGE CIRCLE","Unit","Flat","1158620","68.94","68.94","1 B/R","1","Dubai Internet City","Mall of the Emirates","Sports City Swimming Academy","2","1","","Luxury Family Residence"
"102-8619-2023","2023-02-23 07:20:44","Sales","Sell - Pre registration","Off-Plan","Free Hold","Residential","Wadi Al Safa 5","Building","Villa","2899888","321.11","321.11","4 B/R","","","","","2","1","","Arabian Ranches lll - Anya"
"102-8620-2023","2023-02-23 07:22:42","Sales","Sell - Pre registration","Off-Plan","Free Hold","Residential","Wadi Al Safa 5","Building","Villa","2228888","144.84","144.84","3 B/R","","","","","1","1","","Arabian Ranches lll - Anya"
"102-8621-2023","2023-02-23 07:25:13","Sales","Sell - Pre registration","Off-Plan","Free Hold","Residential","Wadi Al Safa 5","Building","Villa","2248888","144.84","144.84","3 B/R","","","","","1","1","","Arabian Ranches lll - Anya"
"102-8622-2023","2023-02-23 07:26:32","Sales","Sell - Pre registration","Off-Plan","Free Hold","Residential","Wadi Al Safa 5","Building","Villa","3090888","316.87","316.87","4 B/R","","","","","1","1","","Arabian Ranches lll - Anya"
"102-8624-2023","2023-02-23 07:31:23","Sales","Sell - Pre registration","Off-Plan","Free Hold","Residential","JUMEIRAH VILLAGE CIRCLE","Unit","Flat","1021780","61.57","61.57","1 B/R","1","Dubai Internet City","Mall of the Emirates","Sports City Swimming Academy","1","1","","Luxury Family Residence"
"102-8625-2023","2023-02-23 07:34:17","Sales","Sell - Pre registration","Off-Plan","Free Hold","Residential","Al Yufrah 1","Building","Villa","1747888","137.76","137.76","3 B/R","","","","","1","1","","The Valley - Elora"
"102-8627-2023","2023-02-23 07:36:22","Sales","Sell - Pre registration","Off-Plan","Free Hold","Residential","AL FURJAN","Unit","Flat","1869660","169.16","169.16","3 B/R","2","","","","2","1","","GEMZ by Danube "
"102-8628-2023","2023-02-23 07:39:35","Sales","Sell - Pre registration","Off-Plan","Free Hold","Residential","Wadi Al Safa 5","Building","Villa","2089888","144.84","144.84","3 B/R","","","","","1","1","","Arabian Ranches lll - Anya"
"102-8629-2023","2023-02-23 07:41:31","Sales","Sell - Pre registration","Off-Plan","Free Hold","Residential","JUMEIRAH VILLAGE CIRCLE","Unit","Flat","1422205","87.63","87.63","2 B/R","1","Dubai Internet City","Mall of the Emirates","Sports City Swimming Academy","1","1","","Luxury Family Residence"
"102-8630-2023","2023-02-23 07:42:04","Sales","Sell - Pre registration","Off-Plan","Free Hold","Residential","Wadi Al Safa 5","Building","Villa","2260888","144.84","144.84","3 B/R","","","","","2","1","","Arabian Ranches lll - Anya"
"102-8631-2023","2023-02-23 07:42:37","Sales","Sell - Pre registration","Off-Plan","Free Hold","Residential","Wadi Al Safa 5","Building","Villa","2227888","144.84","144.84","3 B/R","","","","","1","1","","Arabian Ranches lll - Anya"
"102-8632-2023","2023-02-23 07:43:16","Sales","Sell - Pre registration","Off-Plan","Free Hold","Residential","Wadi Al Safa 5","Building","Villa","2990888","268.52","268.52","4 B/R","","","","","1","1","","Arabian Ranches lll - Anya"
