Transaction Number,Transaction Date,Transaction Type,Transaction sub type,Registration type,Is Free Hold?,Usage,Area,Property Type,Property Sub Type,Amount,Transaction Size (sq.m),Property Size (sq.m),Room(s),Parking,Nearest Metro,Nearest Mall,Nearest Landmark,No. of Buyer,No. of Seller,Master Project,Project
"102-10617-2019","2023-09-12 12:20:09","Sales","Sell - Pre registration","Off-Plan","Free Hold","Residential","EMAAR SOUTH","Building","Villa","1071888","141.09","141.09","3 B/R","","","","Al Makhtoum International Airport","1","1","","Parkside 3"
"102-38687-2023","2023-09-12 14:19:54","Sales","Sell - Pre registration","Off-Plan","Free Hold","Residential","ARJAN","Unit","Flat","261300","36.01","36.01","Studio","1","Sharaf Dg Metro Station","Mall of the Emirates","Motor City","1","1","","ARYENE GREENS"
"102-38688-2023","2023-09-12 14:50:09","Sales","Sell - Pre registration","Off-Plan","Free Hold","Residential","ARJAN","Unit","Flat","413400","59.53","59.53","1 B/R","1","Sharaf Dg Metro Station","Mall of the Emirates","Motor City","1","1","","ARYENE GREENS"
"102-38692-2023","2023-09-12 14:00:43","Sales","Sell - Pre registration","Off-Plan","Free Hold","Residential","ARJAN","Unit","Flat","401050","55.71","55.71","1 B/R","1","Sharaf Dg Metro Station","Mall of the Emirates","Motor City","1","1","","ARYENE GREENS"
"102-38706-2023","2023-09-12 14:30:58","Sales","Sell - Pre registration","Off-Plan","Free Hold","Residential","ARJAN","Unit","Flat","231300","35.72","35.72","Studio","1","Sharaf Dg Metro Station","Mall of the Emirates","Motor City","1","1","","ARYENE GREENS"
"102-43878-2023","2023-09-11 16:42:17","Sales","Sell - Pre registration","Off-Plan","Free Hold","Residential","Al Hebiah Sixth","Building","Villa","2360000","168.01","168.01","3 B/R","","","","","2","1","","Mudon Al Ranim 5"
"102-43879-2023","2023-09-11 16:20:14","Sales","Sell - Pre registration","Off-Plan","Free Hold","Residential","Al Hebiah Sixth","Building","Villa","2857000","271.6","271.6","4 B/R","","","","","1","1","","Mudon Al Ranim 5"
"102-43908-2023","2023-09-11 16:39:13","Sales","Sell - Pre registration","Off-Plan","Free Hold","Residential","Al Hebiah Sixth","Building","Villa","2431000","168.62","168.62","3 B/R","","","","","1","1","","Mudon Al Ranim 5"
"102-43917-2023","2023-09-11 16:05:51","Sales","Sell - Pre registration","Off-Plan","Free Hold","Residential","Al Hebiah Sixth","Building","Villa","2401000","168","168","3 B/R","","","","","1","1","","Mudon Al Ranim 5"
"102-43922-2023","2023-09-11 16:41:07","Sales","Sell - Pre registration","Off-Plan","Free Hold","Residential","Al Hebiah Sixth","Building","Villa","2953000","251.52","251.52","4 B/R","","","","","1","1","","Mudon Al Ranim 5"
"102-43928-2023","2023-09-11 16:40:08","Sales","Sell - Pre registration","Off-Plan","Free Hold","Residential","Al Hebiah Sixth","Building","Villa","3055000","400.01","400.01","4 B/R","","","","","4","1","","Mudon Al Ranim 5"
"102-43933-2023","2023-09-11 16:33:30","Sales","Sell - Pre registration","Off-Plan","Free Hold","Residential","Al Hebiah Sixth","Building","Villa","2432000","169.28","169.28","3 B/R","","","","","1","1","","Mudon Al Ranim 5"
"102-43936-2023","2023-09-11 16:22:01","Sales","Sell - Pre registration","Off-Plan","Free Hold","Residential","Al Hebiah Sixth","Building","Villa","2950000","258.93","258.93","4 B/R","","","","","2","1","","Mudon Al Ranim 5"
"102-43969-2023","2023-09-11 16:37:45","Sales","Sell - Pre registration","Off-Plan","Free Hold","Residential","Al Hebiah Sixth","Building","Villa","2397000","169.17","169.17","3 B/R","","","","","1","1","","Mudon Al Ranim 5"
"102-43992-2023","2023-09-11 16:19:01","Sales","Sell - Pre registration","Off-Plan","Free Hold","Residential","Al Hebiah Sixth","Building","Villa","2484000","168.66","168.66","3 B/R","","","","","2","1","","Mudon Al Ranim 5"
"102-43995-2023","2023-09-11 16:14:39","Sales","Sell - Pre registration","Off-Plan","Free Hold","Residential","Al Hebiah Sixth","Building","Villa","2664000","168","168","3 B/R","","","","","2","1","","Mudon Al Ranim 5"
"102-43997-2023","2023-09-11 16:17:41","Sales","Sell - Pre registration","Off-Plan","Free Hold","Residential","Al Hebiah Sixth","Building","Villa","2517000","168.02","168.02","3 B/R","","","","","2","1","","Mudon Al Ranim 5"
"102-44001-2023","2023-09-11 16:28:41","Sales","Sell - Pre registration","Off-Plan","Free Hold","Residential","Al Hebiah Sixth","Building","Villa","2360000","168.01","168.01","3 B/R","","","","","2","1","","Mudon Al Ranim 5"
"102-44003-2023","2023-09-11 16:36:27","Sales","Sell - Pre registration","Off-Plan","Free Hold","Residential","Al Hebiah Sixth","Building","Villa","2858000","254.38","254.38","4 B/R","","","","","1","1","","Mudon Al Ranim 5"
"102-44028-2023","2023-09-11 16:29:44","Sales","Sell - Pre registration","Off-Plan","Free Hold","Residential","Al Hebiah Sixth","Building","Villa","2360000","168.01","168.01","3 B/R","","","","","1","1","","Mudon Al Ranim 5"
"102-44032-2023","2023-09-11 16:16:44","Sales","Sell - Pre registration","Off-Plan","Free Hold","Residential","Al Hebiah Sixth","Building","Villa","2336000","168.02","168.02","3 B/R","","","","","3","1","","Mudon Al Ranim 5"
"102-44039-2023","2023-09-11 21:14:37","Sales","Sell - Pre registration","Off-Plan","Free Hold","Residential","DUBAI HARBOUR","Unit","Flat","4150000","110.94","110.94","2 B/R","1","","","","1","1","","Palace Beach Residence"
"102-44044-2023","2023-09-11 16:35:10","Sales","Sell - Pre registration","Off-Plan","Free Hold","Residential","Al Hebiah Sixth","Building","Villa","2358000","167.25","167.25","3 B/R","","","","","2","1","","Mudon Al Ranim 5"
"102-44053-2023","2023-09-11 15:59:01","Sales","Sell - Pre registration","Off-Plan","Free Hold","Residential","Al Hebiah Sixth","Building","Villa","2360000","168.01","168.01","3 B/R","","","","","1","1","","Mudon Al Ranim 5"
"102-44057-2023","2023-09-11 16:09:39","Sales","Sell - Pre registration","Off-Plan","Free Hold","Residential","Al Hebiah Sixth","Building","Villa","3355000","287.55","287.55","4 B/R","","","","","1","1","","Mudon Al Ranim 5"
"102-44060-2023","2023-09-11 16:13:39","Sales","Sell - Pre registration","Off-Plan","Free Hold","Residential","Al Hebiah Sixth","Building","Villa","3643000","258.29","258.29","4 B/R","","","","","1","1","","Mudon Al Ranim 5"
"102-44072-2023","2023-09-11 16:10:54","Sales","Sell - Pre registration","Off-Plan","Free Hold","Residential","Al Hebiah Sixth","Building","Villa","3239000","242.43","242.43","4 B/R","","","","","1","1","","Mudon Al Ranim 5"
"102-44107-2023","2023-09-11 16:08:20","Sales","Sell - Pre registration","Off-Plan","Free Hold","Residential","Al Hebiah Sixth","Building","Villa","2937000","267.99","267.99","4 B/R","","","","","1","1","","Mudon Al Ranim 5"
"102-44115-2023","2023-09-11 16:23:22","Sales","Sell - Pre registration","Off-Plan","Free Hold","Residential","Al Hebiah Sixth","Building","Villa","2489000","168.86","168.86","3 B/R","","","","","2","1","","Mudon Al Ranim 5"
