Transaction Number,Transaction Date,Transaction Type,Transaction sub type,Registration type,Is Free Hold?,Usage,Area,Property Type,Property Sub Type,Amount,Transaction Size (sq.m),Property Size (sq.m),Room(s),Parking,Nearest Metro,Nearest Mall,Nearest Landmark,No. of Buyer,No. of Seller,Master Project,Project
"102-54182-2023","2023-10-20 08:50:18","Sales","Sell - Pre registration","Off-Plan","Free Hold","Residential","JUMEIRAH VILLAGE CIRCLE","Unit","Flat","807529.41","64.06","64.06","1 B/R","1","Dubai Internet City","Mall of the Emirates","Sports City Swimming Academy","1","1","","Binghatti Amber"
"102-54489-2023","2023-10-19 21:11:49","Sales","Sell - Pre registration","Off-Plan","Free Hold","Residential","DUBAI MARITIME CITY","Unit","Flat","1950081.92","108.22","108.22","2 B/R","1","Al Ghubaiba Metro Station","Dubai Mall","Burj Khalifa","1","1","","MAR CASA"
"102-54490-2023","2023-10-19 21:11:44","Sales","Sell - Pre registration","Off-Plan","Free Hold","Residential","DUBAI MARITIME CITY","Unit","Flat","835124.8","35.93","35.93","Studio","1","Al Ghubaiba Metro Station","Dubai Mall","Burj Khalifa","1","1","","MAR CASA"
"102-54730-2023","2023-10-19 21:12:09","Sales","Sell - Pre registration","Off-Plan","Free Hold","Residential","DUBAI MARITIME CITY","Unit","Flat","1369890.3","69.45","69.45","1 B/R","1","Al Ghubaiba Metro Station","Dubai Mall","Burj Khalifa","1","1","","MAR CASA"
"102-54739-2023","2023-10-20 09:03:46","Sales","Sell - Pre registration","Off-Plan","Free Hold","Residential","DUBAI CREEK HARBOUR","Unit","Flat","1602226","67.02","67.02","1 B/R","1","Creek Metro Station","City Centre Mirdif","Dubai International Airport","1","1","","Island Park II "
"102-55002-2023","2023-10-19 21:11:11","Sales","Sell - Pre registration","Off-Plan","Free Hold","Residential","JUMEIRAH LAKES TOWERS","Unit","Flat","2948188","137.31","137.31","2 B/R","1","Jumeirah Lakes Towers","Marina Mall","Sports City Swimming Academy","1","1","","Orra The Embankment"
"102-55004-2023","2023-10-20 09:58:20","Sales","Sell - Pre registration","Off-Plan","Free Hold","Residential","Al Wasl","Unit","Flat","3197000","110.56","110.56","2 B/R","1","","","","1","1","","Thyme"
"102-55006-2023","2023-10-19 21:12:14","Sales","Sell - Pre registration","Off-Plan","Free Hold","Residential","BUSINESS BAY","Unit","Flat","1369605.3","85.72","85.72","1 B/R","1","Buj Khalifa Dubai Mall Metro Station","Dubai Mall","Downtown Dubai","1","1","","NOBLES"
"102-55029-2023","2023-10-20 09:55:50","Sales","Sell - Pre registration","Off-Plan","Free Hold","Residential","Al Wasl","Unit","Flat","4435000","117.41","117.41","2 B/R","1","","","","1","1","","Thyme"
"102-55031-2023","2023-10-20 10:07:22","Sales","Sell - Pre registration","Off-Plan","Free Hold","Residential","MEYDAN ONE","Unit","Flat","578650","30.23","30.23","Studio","1","Buj Khalifa Dubai Mall Metro Station","Dubai Mall","Downtown Dubai","1","1","","Azizi Riviera 48"
"102-55083-2023","2023-10-19 15:21:24","Sales","Sell - Pre registration","Off-Plan","Free Hold","Residential","ARABIAN RANCHES III","Building","Villa","2400000","125.2","125.2","3 B/R","","","","","1","1","","Arabain Ranches lll - Bliss"
"102-55087-2023","2023-10-19 15:29:02","Sales","Sell - Pre registration","Off-Plan","Free Hold","Residential","JUMEIRAH LAKES TOWERS","Unit","Flat","1097000","37.78","37.78","Studio","1","Jumeirah Lakes Towers","Marina Mall","Sports City Swimming Academy","2","1","","Viewz 2 By Danube"
"102-55088-2023","2023-10-20 08:20:01","Sales","Sell - Pre registration","Off-Plan","Free Hold","Residential","DUBAI HARBOUR","Unit","Flat","9950000","185.45","185.45","3 B/R","2","","","","1","1","","Beachgate by Address"
"102-55347-2023","2023-10-20 09:25:08","Sales","Sell - Pre registration","Off-Plan","Free Hold","Residential","MEYDAN ONE","Unit","Flat","776480","48.9","48.9","1 B/R","1","Buj Khalifa Dubai Mall Metro Station","Dubai Mall","Downtown Dubai","1","1","","Azizi Riviera 29"
"102-55348-2023","2023-10-20 09:23:04","Sales","Sell - Pre registration","Off-Plan","Free Hold","Residential","MEYDAN ONE","Unit","Flat","505680","46.84","46.84","Studio","1","Buj Khalifa Dubai Mall Metro Station","Dubai Mall","Downtown Dubai","1","1","","Azizi Riviera 28"
"102-55350-2023","2023-10-19 23:37:47","Sales","Sell - Pre registration","Off-Plan","Free Hold","Residential","MEYDAN ONE","Unit","Flat","991200","42.99","42.99","Studio","1","Buj Khalifa Dubai Mall Metro Station","Dubai Mall","Downtown Dubai","1","1","","Azizi Riviera 28"
"102-55354-2023","2023-10-19 23:13:30","Sales","Sell - Pre registration","Off-Plan","Free Hold","Residential","SOBHA HEARTLAND","Unit","Flat","4355622","218.73","218.73","4 B/R","2","Buj Khalifa Dubai Mall Metro Station","Dubai Mall","Downtown Dubai","1","1","","Sobha Hartland - Crest Grande"
