Transaction Number,Transaction Date,Transaction Type,Transaction sub type,Registration type,Is Free Hold?,Usage,Area,Property Type,Property Sub Type,Amount,Transaction Size (sq.m),Property Size (sq.m),Room(s),Parking,Nearest Metro,Nearest Mall,Nearest Landmark,No. of Buyer,No. of Seller,Master Project,Project
"102-7634-2023","2023-02-17 06:24:38","Sales","Sell - Pre registration","Off-Plan","Free Hold","Residential","DUBAI CREEK HARBOUR","Unit","Flat","1382888","67.58","67.58","1 B/R","1","Creek Metro Station","City Centre Mirdif","Dubai International Airport","2","1","","CREEK EDGE"
"102-7635-2023","2023-02-17 06:32:24","Sales","Sell - Pre registration","Off-Plan","Free Hold","Residential","Wadi Al Safa 3","Building","Villa","8114658.45","442","442","5 B/R","","","","","1","1","","CHORISIA 2 VILLAS"
"102-7636-2023","2023-02-17 06:39:14","Sales","Sell - Pre registration","Off-Plan","Free Hold","Residential","TOWN SQUARE","Unit","Flat","479888","32.43","32.43","Studio","1","","","Dubai Cycling Course","1","1","","LIVA"
"102-7637-2023","2023-02-17 06:46:08","Sales","Sell - Pre registration","Off-Plan","Free Hold","Residential","DUBAI CREEK HARBOUR","Unit","Flat","2282888","97.23","97.23","2 B/R","1","Creek Metro Station","City Centre Mirdif","Dubai International Airport","1","1","","CREEK EDGE"
"102-7638-2023","2023-02-17 06:50:31","Sales","Sell - Pre registration","Off-Plan","Free Hold","Residential","Wadi Al Safa 3","Building","Villa","8230919.45","455.52","455.52","5 B/R","","","","","1","1","","CHORISIA 2 VILLAS"
"102-7639-2023","2023-02-17 06:56:49","Sales","Sell - Pre registration","Off-Plan","Free Hold","Residential","Al Hebiah Sixth","Building","Villa","2033000","174.73","174.73","3 B/R","","","","","1","1","","Mudon Al Ranim 3"
"102-7640-2023","2023-02-17 07:01:15","Sales","Sell - Pre registration","Off-Plan","Free Hold","Residential","Wadi Al Safa 5","Building","Villa","2838888","321.7","321.7","4 B/R","","","","","2","1","","Arabian Ranches lll - Anya"
"102-7641-2023","2023-02-17 07:06:10","Sales","Sell - Pre registration","Off-Plan","Free Hold","Residential","TOWN SQUARE","Unit","Flat","628888","44.54","44.54","1 B/R","1","","","Dubai Cycling Course","1","1","","LIVA"
"102-7642-2023","2023-02-17 07:13:27","Sales","Sell - Pre registration","Off-Plan","Free Hold","Residential","DUBAI CREEK HARBOUR","Unit","Flat","2256888","97.23","97.23","2 B/R","1","Creek Metro Station","City Centre Mirdif","Dubai International Airport","2","1","","CREEK EDGE"
"102-7643-2023","2023-02-17 07:17:26","Sales","Sell - Pre registration","Off-Plan","Free Hold","Residential","DUBAI CREEK HARBOUR","Unit","Flat","3434888","152.79","152.79","3 B/R","2","Creek Metro Station","City Centre Mirdif","Dubai International Airport","1","1","","CREEK EDGE"
"102-7644-2023","2023-02-17 07:19:22","Sales","Sell - Pre registration","Off-Plan","Free Hold","Residential","DUBAI CREEK HARBOUR","Unit","Flat","2398888","100.26","100.26","2 B/R","1","Creek Metro Station","City Centre Mirdif","Dubai International Airport","1","1","","CREEK EDGE"
"102-7645-2023","2023-02-17 07:21:45","Sales","Sell - Pre registration","Off-Plan","Free Hold","Residential","SOBHA HEARTLAND","Unit","Flat","2036631","98.29","98.29","2 B/R","1","","","","1","1","","Sobha Hartland - The Crest"
"102-7646-2023","2023-02-17 07:26:25","Sales","Sell - Pre registration","Off-Plan","Free Hold","Residential","SOBHA HEARTLAND","Unit","Flat","3010084","145.27","145.27","3 B/R","2","","","","1","1","","Sobha Hartland - The Crest"
"102-7647-2023","2023-02-17 07:33:39","Sales","Sell - Pre registration","Off-Plan","Free Hold","Residential","THE FIELD","Building","Villa","3400000","186.98","186.98","4 B/R","","","","IMG World Adventures","1","2","","THE FIELDS AT D11 - MBRMC"
"102-7648-2023","2023-02-17 07:36:14","Sales","Sell - Pre registration","Off-Plan","Free Hold","Residential","DUBAI LAND RESIDENCE COMPLEX","Unit","Flat","597320","69.37","69.37","1 B/R","1","","","IMG World Adventures","1","1","","AG SQUARE"
"102-7649-2023","2023-02-17 07:43:14","Sales","Sell - Pre registration","Off-Plan","Free Hold","Residential","DUBAI LAND RESIDENCE COMPLEX","Unit","Flat","406596","42.68","42.68","Studio","1","","","IMG World Adventures","1","1","","AG SQUARE"
"102-7650-2023","2023-02-17 07:53:37","Sales","Sell - Pre registration","Off-Plan","Free Hold","Residential","DUBAI STUDIO CITY","Unit","Flat","417219","35.79","35.79","Studio","1","","","Motor City","1","1","","CELIA RESIDENCE"
"102-7651-2023","2023-02-17 07:57:32","Sales","Sell - Pre registration","Off-Plan","Free Hold","Residential","JUMEIRAH VILLAGE CIRCLE","Unit","Flat","1726828","139.96","139.96","2 B/R","1","Dubai Internet City","Mall of the Emirates","Sports City Swimming Academy","1","1","","OAKLEY SQUARE RESIDENCES"
"102-7652-2023","2023-02-17 08:01:46","Sales","Sell - Pre registration","Off-Plan","Free Hold","Residential","Marsa Dubai","Unit","Flat","7130000","187.27","187.27","3 B/R","2","","","","1","1","","Bluewaters Bay "
"102-7653-2023","2023-02-17 08:03:02","Sales","Sell - Pre registration","Off-Plan","Free Hold","Residential","DUBAI CREEK HARBOUR","Unit","Flat","1401888","67.12","67.12","1 B/R","1","Creek Metro Station","City Centre Mirdif","Dubai International Airport","2","1","","CREEK EDGE"
"102-7654-2023","2023-02-17 08:03:29","Sales","Sell - Pre registration","Off-Plan","Free Hold","Residential","JUMEIRAH VILLAGE CIRCLE","Unit","Flat","619828","47.12","47.12","Studio","1","Dubai Internet City","Mall of the Emirates","Sports City Swimming Academy","1","1","","OAKLEY SQUARE RESIDENCES"
"102-7655-2023","2023-02-17 08:05:51","Sales","Sell - Pre registration","Off-Plan","Free Hold","Residential","Marsa Dubai","Unit","Flat","15164000","278.24","278.24","4 B/R","2","","","","1","1","","Bluewaters Bay "
"102-7656-2023","2023-02-17 08:07:05","Sales","Sell - Pre registration","Off-Plan","Free Hold","Residential","Marsa Dubai","Unit","Flat","2859000","74.5","74.5","1 B/R","1","","","","1","1","","Bluewaters Bay "
"102-7657-2023","2023-02-17 08:12:58","Sales","Sell - Pre registration","Off-Plan","Free Hold","Residential","DUBAI CREEK HARBOUR","Unit","Flat","3416888","152.79","152.79","3 B/R","2","Creek Metro Station","City Centre Mirdif","Dubai International Airport","1","1","","CREEK EDGE"
"102-7658-2023","2023-02-17 08:15:22","Sales","Sell - Pre registration","Off-Plan","Free Hold","Residential","Marsa Dubai","Unit","Flat","3107000","85.14","85.14","1 B/R","1","","","","1","1","","Bluewaters Bay "
"102-7659-2023","2023-02-17 08:15:30","Sales","Sell - Pre registration","Off-Plan","Free Hold","Residential","TOWN SQUARE","Unit","Flat","475888","32.39","32.39","Studio","1","","","Dubai Cycling Course","1","1","","LIVA"
